name,height,weight,position,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers,seasons,start_season,end_season,drafted
Donald Qualls,1.7018,70.308,Guard,25.5,17.25,27.3,3.4,9.3,0.368,1.4,3.6,0.395,2,5.6,0.35,2,2.6,0.794,1.8,1,0,10.8,0.4,1.6,2,1.9,4,2008,2011,FALSE
Michael Qualls,1.9811999999999999,95.256,Guard,33.333333333333336,18.666666666666668,23.8,3.6,8.5,0.428,2.6,5.4,0.484,1,3.1,0.33,2.7,3.7,0.723,1.5,0.9,0.6,11,1.4,3,4.5,1.3,3,2013,2015,FALSE
Daryus Quarles,1.9811999999999999,84.3696,Forward,29.25,17,15.8,1.4,4.1,0.345,0.9,2.4,0.39,0.5,1.6,0.28,0.5,0.7,0.609,0.6,0.2,0.2,3.7,0.4,1.4,1.9,0.6,4,2011,2014,FALSE
Tim Quarterman,1.9811999999999999,84.8232,Guard,33,14.666666666666666,24.9,2.7,6.9,0.397,1.7,3.7,0.471,1,3.2,0.31,1.9,2.9,0.66,3.1,1,0.4,8.4,1.2,2.7,3.9,1.7,3,2014,2016,FALSE
Chris Quayle,1.9558,86.184,Guard,31.666666666666668,4,13.3,0.8,2.1,0.366,0.4,0.8,0.43,0.4,1.3,0.325,0.3,0.4,0.769,0.7,0.2,0.1,2.3,0.2,1.5,1.7,0.5,3,2018,2020,FALSE
Jared Quayle,1.8541999999999998,81.648,Guard,35,34,31,4.2,9.6,0.438,2.4,5.1,0.466,1.8,4.5,0.405,2.5,3.1,0.822,3.9,1.3,0.1,12.7,1.4,4.7,6.1,1.7,2,2009,2010,FALSE
Jaleel Queary,1.8796,90.72,Guard,25,18,19.6,1.4,3.4,0.421,1.4,3.3,0.428,0,0.1,0.2,0.7,1.7,0.435,1.3,0.5,0.2,3.6,0.9,1.5,2.4,1.5,2,2014,2015,FALSE
Trevelin Queen,1.9811999999999999,86.184,Guard,25.5,12.5,21.5,4,8.4,0.472,2.4,4.2,0.573,1.6,4.3,0.373,1,1.4,0.739,2.1,1.4,0.5,10.5,1.6,2.4,4.1,1.3,2,2019,2020,FALSE
Tyson Queen,1.9558,99.792,Center,15.5,0,4,0.3,0.7,0.364,0.2,0.5,0.412,0,0.2,0.2,0.3,0.5,0.533,0,0.1,0,0.8,0.3,0.5,0.7,0.2,2,2011,2012,FALSE
Imad Quhwash,1.8796,83.916,Guard,27,7.5,16.9,1.7,4.2,0.41,1.4,3.1,0.455,0.3,1.2,0.294,2.3,3.4,0.672,1.5,0.8,0,6.1,0.8,1.9,2.7,1.9,4,2008,2011,FALSE
Austin Quick,1.905,81.648,Guard,29.75,7.25,17.4,1.3,3.7,0.359,0.7,1.5,0.439,0.7,2.2,0.304,0.7,1,0.686,1.7,0.8,0.1,4,0.3,1.5,1.8,1.4,4,2012,2015,FALSE
Immanuel Quickley,1.905,85.2768,Guard,33.5,13.5,25,2.9,7.1,0.403,1.5,3.7,0.409,1.4,3.5,0.397,2.9,3.3,0.895,1.5,0.6,0.1,10.1,0.3,2.6,2.9,1.2,2,2019,2020,TRUE
Joey Quigley,2.032,95.256,Forward,28.5,4.5,8.6,0.6,1.8,0.327,0.5,1.4,0.341,0.1,0.3,0.263,0.4,0.7,0.571,0.3,0.3,0.4,1.7,0.5,1.1,1.6,0.4,2,2013,2014,FALSE
Ryan Quigtar,1.8034,81.648,Guard,5.25,0.25,1.5,0.1,0.4,0.333,0.1,0.3,0.333,0,0.1,0.333,0.1,0.3,0.5,0.2,0,0,0.5,0.1,0,0.1,0.1,4,2009,2012,FALSE
Aqeel Quinn,1.905,90.72,Guard,24,7.6,19,2.1,5.7,0.366,1.1,2.8,0.387,1,2.9,0.345,1.3,1.7,0.759,1.4,0.7,0.1,6.4,0.4,1.6,2,1.2,5,2011,2015,FALSE
Dakota Quinn,2.0574,97.524,Forward,27,0,7.6,1.2,2.1,0.552,1.2,2.1,0.571,0,0.1,0,0.3,0.6,0.467,0.1,0.2,0.6,2.6,0.4,1.4,1.8,0.5,1,2016,2016,FALSE
Danny Quinn,1.9811999999999999,104.328,Forward,13,0.5,7.3,0.4,1.1,0.345,0.3,0.7,0.421,0.1,0.4,0.2,0.1,0.2,0.4,0.3,0,0.1,0.9,0.7,0.7,1.4,0.2,2,2010,2011,FALSE
Diago Quinn,2.0574,115.668,Forward,34,12.75,15.1,2,3.9,0.498,2,3.9,0.499,0,0,0,1.6,2.4,0.682,0.1,0.2,0.6,5.5,1.5,2.3,3.8,0.9,4,2016,2019,FALSE
Grant Quinn,1.9558,90.72,Guard,6,0,1.2,0.1,0.3,0.333,0.1,0.3,0.333,0,0,0,0.1,0.2,0.5,0,0.1,0,0.3,0,0,0,0,2,2019,2020,FALSE
Paddy Quinn,1.8541999999999998,86.184,Guard,6,0,2,0.2,0.2,0.75,0.2,0.2,1,0,0.1,0,0.3,0.3,0.833,0.1,0.1,0,0.6,0.1,0.1,0.2,0.1,3,2013,2015,FALSE
Rico Quinton,2.0827999999999998,108.864,Forward,3.5,0,8,0.9,2.6,0.333,0.6,1.4,0.4,0.3,1.1,0.25,0.6,1,0.571,0,0.6,0.9,2.6,0.6,1.6,2.1,0.7,2,2019,2020,FALSE
Brian Qvale,2.1082,117.936,Center,29.25,20.5,23.2,3.5,6,0.589,3.5,6,0.59,0,0,0,1.9,2.9,0.638,0.6,0.4,2.1,9,2,4.2,6.2,1.3,4,2008,2011,FALSE
Ivan Rabb,2.1082,99.792,Forward,32.5,32,30.6,4.8,8.8,0.544,4.7,8.5,0.549,0.1,0.3,0.409,3.5,5.2,0.666,1.2,0.6,1.1,13.2,2.9,6.6,9.4,1.8,2,2016,2017,TRUE
Zach Rabinowitz,1.8796,95.256,Guard,2,1,2.5,1,1,1,0,0,0,1,1,1,0.5,1,0.5,0,0,0,3.5,0,0,0,0,1,2020,2020,FALSE
Jack Raboin,1.9811999999999999,92.988,Guard,2.5,0.5,1.2,0.4,0.4,1,0.2,0.2,1,0.2,0.2,1,0.2,0.4,0.5,0.2,0,0,1.2,0.4,0,0.4,0,2,2019,2020,FALSE
Joey Racer,1.8541999999999998,83.916,Guard,9.5,0.5,2.4,0.2,0.7,0.308,0.2,0.4,0.429,0.1,0.3,0.167,0.1,0.2,0.333,0.1,0,0,0.5,0.2,0.1,0.3,0.2,2,2012,2013,FALSE
Darion Rackley,1.905,77.112,Guard,27.25,15.25,27,3.3,8.7,0.382,2.2,4.7,0.458,1.1,3.9,0.29,4.4,5.9,0.743,1.8,1.3,0.3,12.2,0.8,1.8,2.7,2.1,4,2012,2015,FALSE
Drew Rackley,1.8796,83.916,Guard,27.5,5,12.7,1.3,3,0.434,0.5,1.1,0.429,0.8,1.9,0.437,0.5,0.8,0.698,0.8,0.5,0,4,0.1,0.8,0.9,0.7,2,2017,2018,FALSE
Case Rada,1.905,90.72,Guard,20,0,4.3,0.6,1.9,0.289,0.2,0.3,0.5,0.4,1.6,0.25,0.1,0.2,0.25,0.2,0.1,0,1.6,0.1,0.4,0.5,0.1,1,2014,2014,FALSE
Jonah Radebaugh,1.905,83.916,Guard,32.5,31.75,36,3.6,7.8,0.458,2,3.8,0.524,1.6,4,0.395,1.6,2.2,0.719,3,1.1,0.2,10.3,1.1,4.9,6,1.4,4,2017,2020,FALSE
James Rader,2.0065999999999997,102.06,Forward,12,0,4.3,0.6,1.3,0.438,0.3,0.5,0.5,0.3,0.8,0.4,0.6,0.7,0.875,0.1,0,0,2.1,0.2,0.8,0.9,0.3,1,2010,2010,FALSE
Graeme Radford,2.0827999999999998,108.864,Center,25.75,7.25,10.2,0.4,1,0.43,0.4,1,0.43,0,0,0,0.2,0.7,0.221,0.1,0.1,0.5,1.1,0.8,1.2,2,0.4,4,2008,2011,FALSE
Duje Radja,2.032,106.596,Forward,6,0,2.7,0.2,0.6,0.4,0.2,0.4,0.5,0,0.1,0,0.2,0.2,0.75,0,0.1,0.1,0.6,0.2,0.6,0.8,0.1,3,2018,2020,FALSE
Matija Radovic,2.0065999999999997,92.988,Forward,16,0,9.2,0.7,2.3,0.306,0.1,0.4,0.308,0.6,1.8,0.305,0.2,0.4,0.583,0.2,0.2,0,2.2,0.5,1.2,1.7,0.5,2,2018,2019,FALSE
Anthony Raffa,1.8541999999999998,81.648,Guard,24.4,17.8,27.9,5,10.9,0.457,3.7,7.1,0.514,1.3,3.8,0.349,3,4,0.751,1.9,1.3,0.1,14.3,1,2.5,3.5,2.1,5,2009,2013,FALSE
Kevin Rafferty,2.032,97.524,Forward,15,0,1.8,0.1,0.3,0.5,0.1,0.2,0.667,0,0.1,0,0,0.1,0,0,0,0,0.3,0,0.2,0.2,0.1,2,2015,2016,FALSE
Matt Rafferty,2.032,97.524,Forward,29.25,24,26.9,4.3,7.5,0.576,4,6.4,0.621,0.3,1.1,0.313,2.5,3.3,0.755,2.7,1.6,0.8,11.5,2.4,4.9,7.3,1.4,4,2016,2019,FALSE
Justin Raffington,2.0574,115.668,Center,21,10,18.6,2.2,4.6,0.472,2.1,4.3,0.488,0,0.2,0.192,1.4,2.4,0.559,0.6,0.2,0.5,5.7,1.8,3.2,5,1.6,5,2011,2015,FALSE
Jalen Ragland,2.0065999999999997,79.38,Forward,17.333333333333332,4.666666666666667,12.8,1,3.8,0.27,0.4,1.3,0.3,0.6,2.4,0.254,0.6,0.6,0.879,0.5,0.2,0.1,3.2,0.1,0.5,0.7,0.4,3,2012,2014,FALSE
Jamar Ragland,1.9558,83.916,Forward,18.5,8,18.8,2.3,5.9,0.39,1.9,4.5,0.424,0.4,1.4,0.283,1.2,2.1,0.566,0.7,0.5,0.2,6.2,0.7,2.1,2.8,1.7,2,2010,2011,FALSE
Joe Ragland,1.8288,83.916,Guard,34.5,25.5,24,3.4,6.6,0.515,2.1,3.6,0.6,1.3,3.1,0.418,1.8,2.2,0.841,3,0.7,0.2,10,0.4,1.9,2.3,1.5,2,2011,2012,FALSE
Hamidu Rahman,2.1082,111.132,Center,31,28.25,21.7,3.1,5.6,0.552,3.1,5.6,0.552,0,0,0,2.5,4.8,0.521,0.4,0.3,1.1,8.7,2.7,3.2,6,1.8,4,2009,2012,FALSE
James Rahon,1.9558,92.988,Guard,26.4,12.8,25.6,3,7.5,0.405,1.6,3.6,0.446,1.4,3.9,0.366,1,1.4,0.708,0.9,0.5,0,8.5,0.4,1.5,1.9,0.8,5,2009,2013,FALSE
Joe Rahon,1.8796,88.452,Guard,26.8,26.6,35.6,3.4,8.1,0.418,2.1,4.4,0.469,1.3,3.7,0.356,1.4,2.1,0.681,4.5,1,0.3,9.5,0.4,3.3,3.7,1.9,5,2013,2017,FALSE
Jordan Railey,2.1336,111.132,Center,20,9.4,12.8,1.5,3.2,0.461,1.5,3.2,0.462,0,0,0.333,0.6,1.4,0.428,0.6,0.3,0.9,3.5,0.9,1.4,2.3,0.9,5,2011,2015,FALSE
Zigmars Raimo,2.0574,102.06,Forward,28.5,15.75,21,2.5,5.2,0.492,2.5,5,0.504,0,0.2,0.111,1.7,2.8,0.605,1.4,0.9,0.2,6.8,1.7,2.6,4.3,1.5,4,2017,2020,FALSE
Cadarian Raines,2.0574,107.9568,Forward,22.4,9.2,17.4,2.1,4.3,0.481,2.1,4.3,0.481,0,0,0,0.8,1.5,0.521,0.4,0.4,0.8,4.9,1.8,2.1,4,0.8,5,2010,2014,FALSE
Jett Raines,2.0065999999999997,97.524,Forward,29.25,23.25,23.4,3.4,6.7,0.51,3.2,6,0.538,0.2,0.6,0.25,1.9,2.6,0.733,0.4,0.5,0.4,8.9,1.5,2.6,4.1,0.9,4,2013,2016,FALSE
Remu Raitanen,2.0574,89.8128,Forward,32,3,15.2,1.3,3.4,0.396,0.6,1.1,0.533,0.8,2.3,0.334,0.7,1,0.742,0.7,0.3,0.1,4.2,0.9,1.9,2.8,0.4,4,2017,2020,FALSE
Nik Raivio,1.9304,92.988,Guard,26.333333333333332,25.333333333333332,29.8,5.1,11.9,0.432,3.7,7.7,0.484,1.4,4.2,0.334,2.7,3.8,0.695,2.2,1.1,0.1,14.3,1.2,4.2,5.3,2.2,3,2008,2010,FALSE
Julius Rajala,2.0574,97.524,Forward,24.5,5.5,8.6,0.9,1.6,0.582,0.9,1.6,0.584,0,0,0.5,0.3,0.5,0.6,0.2,0.2,0.3,2.2,0.6,0.9,1.6,0.7,2,2015,2016,FALSE
Corey Raji,1.9811999999999999,98.8848,Forward,31.5,20,25.6,4.1,7.9,0.523,3.7,6.6,0.565,0.4,1.3,0.304,1.8,2.8,0.649,1.3,0.6,0.1,10.4,2.8,3,5.7,1,4,2008,2011,FALSE
Nikola Rakicevic,1.9558,83.916,Forward,20.5,1.5,8.5,0.9,2,0.451,0.7,1.3,0.537,0.2,0.7,0.286,0.3,0.7,0.464,0.4,0.3,0.1,2.3,0.7,0.8,1.4,0.4,2,2016,2017,FALSE
Gligorije Rakocevic,2.1082,115.668,Center,28,5.5,13.1,1.4,2.7,0.508,1.3,2.4,0.522,0.1,0.2,0.36,0.7,1.2,0.6,0.2,0.2,0.2,3.5,1.1,1.5,2.6,0.8,4,2016,2019,FALSE
Nick Rakocevic,2.1082,102.06,Forward,34,22.25,23.1,3.8,6.9,0.54,3.7,6.8,0.545,0.1,0.2,0.36,1.9,3,0.643,0.9,0.7,0.9,9.5,2.5,4.2,6.8,1.3,4,2017,2020,FALSE
Pete Rakocevic,2.1082,111.132,Center,17.4,3,10.7,1.1,2.5,0.425,1.1,2.3,0.467,0,0.3,0.045,0.6,1,0.631,0.3,0.1,0.4,2.8,0.7,1.3,2,0.9,5,2011,2015,FALSE
Antonio Ralat,1.8796,90.72,Guard,31,3,12.5,1.1,2.5,0.442,0.7,1.5,0.467,0.4,1,0.406,0.5,0.6,0.895,0.8,0.5,0.1,3.2,0.2,1.3,1.5,0.6,1,2020,2020,FALSE
Erik Raleigh,2.032,86.184,Forward,9,0,1.9,0.3,0.7,0.5,0.3,0.7,0.5,0,0,0,0.1,0.2,0.5,0,0,0,0.8,0.1,0.1,0.2,0,1,2013,2013,FALSE
Brandis Raley-Ross,1.905,87.5448,Guard,28.75,14,24.4,2.6,6.3,0.404,1.3,2.9,0.443,1.3,3.4,0.371,1,1.5,0.694,1.2,0.6,0.1,7.4,0.8,2,2.8,1.2,4,2007,2010,FALSE
Corey Raley-Ross,1.905,88.452,Guard,15.5,2.5,6.4,0.5,1.5,0.355,0.5,1.2,0.405,0,0.3,0.158,0.3,0.5,0.533,0.5,0.2,0.2,1.4,0.3,0.5,0.8,0.7,4,2011,2014,FALSE
Blake Ralling,1.9811999999999999,95.7096,Forward,27,8.333333333333334,13.3,1,3,0.346,0.6,1.6,0.377,0.4,1.4,0.31,0.7,0.9,0.697,0.5,0.4,0.1,3.2,0.8,1.3,2.1,0.7,3,2012,2014,FALSE
Javon Ralling,1.9811999999999999,102.06,Forward,17.75,5.25,14.5,1.2,2.9,0.407,1.2,2.9,0.409,0,0,0,0.9,1.5,0.592,0.4,0.1,0,3.3,1,1.4,2.4,1,4,2010,2013,FALSE
Varun Ram,1.7526,70.308,Guard,21,0.3333333333333333,4.6,0.1,0.6,0.179,0,0.2,0.1,0.1,0.5,0.207,0.3,0.4,0.76,0.3,0.3,0,0.6,0,0.4,0.4,0.3,3,2014,2016,FALSE
Tyler Rambo,1.9558,99.792,Forward,26,0,12.6,1.2,2.3,0.54,1.2,2.3,0.54,0,0,0,1.1,1.9,0.586,0.6,0.3,0.1,3.6,0.7,0.8,1.5,0.7,3,2013,2015,FALSE
Michael  Ramey,1.9304,89.8128,Guard,23.333333333333332,8.666666666666666,18.3,2,5.2,0.373,0.7,1.8,0.406,1.2,3.4,0.356,0.4,0.6,0.65,0.5,0.2,0,5.5,0.1,1.1,1.3,0.6,3,2013,2017,FALSE
Andrew Ramirez,1.8796,83.916,Guard,30,3,12.1,1,2.5,0.377,0.7,1.5,0.448,0.3,1.1,0.281,0.7,1.1,0.642,0.9,0.7,0,2.9,0.3,1,1.2,1,2,2017,2018,FALSE
Kendell Ramlal,2.0065999999999997,98.4312,Forward,21.2,0.8,8.8,0.7,1.4,0.507,0.7,1.4,0.507,0,0,0,0.3,0.6,0.508,0.2,0.2,0.7,1.7,0.8,1.1,1.9,0.5,5,2014,2018,FALSE
Austin Ramljak,1.905,90.72,Guard,30,23,29,3.2,8.2,0.391,0.5,1.3,0.427,2.7,7,0.385,1.1,1.6,0.716,1,0.6,0.1,10.3,0.3,1.9,2.2,0.9,2,2013,2014,FALSE
Alex Ramon,1.8541999999999998,88.9056,Guard,21.25,1.75,14.3,1.3,2.7,0.478,0.8,1.4,0.554,0.5,1.3,0.394,0.6,0.9,0.699,0.9,0.5,0.1,3.7,0.4,1.3,1.7,0.9,4,2013,2016,FALSE
Dwight Ramos,1.9558,86.184,Guard,21,2.5,7.7,1,3,0.339,0.6,1.4,0.421,0.4,1.6,0.269,0.3,0.7,0.483,0.3,0.2,0.1,2.8,0.4,0.5,0.8,0.4,2,2017,2018,FALSE
Jahmi'us Ramsey,1.9304,88.452,Guard,27,27,31.2,5.5,12.4,0.442,3.3,7.2,0.454,2.2,5.2,0.426,1.9,2.9,0.641,2.2,1.3,0.7,15,0.7,3.3,4,2,1,2020,2020,TRUE
Keith Ramsey,2.0574,98.4312,Forward,36,19.5,19.9,2,3.4,0.587,1.9,3.1,0.614,0.1,0.4,0.37,0.8,1.4,0.529,1.1,1.1,1,4.9,1.7,2.4,4.2,1.1,2,2009,2010,FALSE
Mason Ramsey,1.9811999999999999,99.792,Forward,30.5,16,20.5,2.9,5.8,0.497,2.6,4.8,0.547,0.2,1,0.248,1.5,2.1,0.699,0.9,0.8,0.3,7.5,1.5,1.9,3.4,1.1,4,2015,2018,FALSE
Patrick Ramsey,1.9304,83.916,Guard,7,0.5,2.2,0.4,0.7,0.5,0.1,0.1,0.5,0.3,0.6,0.5,0,0.1,0,0,0.1,0,1,0.1,0.2,0.3,0,2,2013,2014,FALSE
Ken Rancifer,1.9558,97.524,Forward,30.5,20.25,21.6,2.8,6.5,0.436,1.9,3.8,0.485,1,2.7,0.366,1.2,1.8,0.647,0.8,0.4,0.4,7.8,1,1.9,2.9,1.5,4,2010,2013,FALSE
Craig Randall,1.9558,83.916,Guard,15.4,4.6,18.3,2.5,6.7,0.374,1.3,2.5,0.503,1.2,4.2,0.296,0.6,1,0.641,1.2,0.6,0.1,6.9,0.4,1.5,1.9,1.2,5,2016,2020,FALSE
Derrick Randall,2.0574,108.864,Forward,30,4,9,0.8,1.5,0.535,0.8,1.5,0.535,0,0,0,0.4,0.9,0.52,0,0.2,0.3,2.1,1.1,1.1,2.2,0.4,4,2012,2015,FALSE
Jarrin Randall,1.8034,67.5864,Guard,28,0,7.8,0.7,2.3,0.291,0.4,0.9,0.396,0.3,1.3,0.216,0.3,0.4,0.625,0.6,0.2,0,1.9,0,0.3,0.3,0.6,2,2017,2018,FALSE
Kyle Randall,1.778,78.0192,Guard,31,23.75,29.6,3.6,9.6,0.375,2.5,6.3,0.394,1.1,3.2,0.338,2.5,3.1,0.814,2.5,0.8,0,10.8,0.7,1.9,2.5,2.3,4,2010,2013,FALSE
Scootie Randall,1.9811999999999999,97.524,Forward,24.25,14.5,23,2.7,6.5,0.423,1.5,2.9,0.534,1.2,3.6,0.334,0.9,1.2,0.725,1.2,0.7,0.1,7.6,1.4,2.5,3.9,0.8,4,2009,2013,FALSE
Shane Randall,1.9558,95.256,Forward,25.666666666666668,9,10.1,0.7,1.6,0.43,0.6,1.5,0.446,0,0.1,0.222,0.7,0.9,0.821,0.2,0.2,0.2,2.1,0.6,1,1.6,0.7,3,2014,2016,FALSE
Tyrei Randall,1.9811999999999999,77.112,Guard,26,0,8.8,0.9,2.6,0.353,0.4,0.9,0.435,0.5,1.7,0.311,0.7,1.1,0.636,0.2,0.4,0.3,3.1,0.2,1,1.2,0.5,2,2018,2020,FALSE
Byron Randle,1.905,86.184,Guard,17,0,6.9,0.1,0.7,0.167,0.1,0.4,0.167,0.1,0.4,0.167,0.2,0.4,0.667,0.7,0.3,0,0.5,0.1,1.1,1.2,0.5,1,2011,2011,FALSE
Chasson Randle,1.8796,83.916,Guard,36,35.5,33.3,5.3,12.3,0.428,3.2,6.9,0.462,2.1,5.5,0.386,3.8,4.8,0.806,2.5,1.2,0.1,16.5,0.5,2.8,3.3,2.3,4,2012,2015,FALSE
Jerome Randle,1.778,78.0192,Guard,33,24,30.3,4.5,9.9,0.454,2.6,5.2,0.498,1.9,4.7,0.405,3,3.4,0.881,4,0.7,0,13.9,0.4,1.9,2.3,2.8,4,2007,2010,FALSE
Julius Randle,2.0574,113.4,Forward,40,40,30.8,4.9,9.8,0.501,4.8,9.3,0.517,0.1,0.5,0.167,5.1,7.2,0.706,1.4,0.5,0.8,15,3.5,6.9,10.4,2.5,1,2014,2014,TRUE
Levi Randolph,1.9558,94.3488,Guard,33.75,29.5,30.7,3.4,7.7,0.436,2.5,5.1,0.492,0.9,2.7,0.331,2.3,3,0.747,1.8,1.1,0.2,9.9,1.2,3,4.3,1.3,4,2012,2015,FALSE
Dominique Raney,1.9304,81.648,Guard,34,14,15.6,2.1,4.9,0.423,1.6,3.2,0.5,0.5,1.7,0.276,0.9,1.2,0.732,0.6,0.5,0.1,5.5,0.4,0.9,1.4,0.8,1,2014,2014,FALSE
Chip Rank,1.9811999999999999,106.596,Forward,33.75,4,16.5,1.5,3.7,0.398,0.7,1.2,0.533,0.8,2.5,0.33,0.6,0.8,0.736,0.4,0.3,0.1,4.4,0.8,1.7,2.5,0.4,4,2011,2014,FALSE
Marquis Rankin,1.8541999999999998,77.112,Guard,26.5,6.5,16.5,1.1,2.9,0.37,0.6,1.7,0.386,0.4,1.2,0.348,0.4,0.7,0.595,1,0.5,0.1,3,0.3,0.8,1,1.1,2,2012,2013,FALSE
Tracy Rankins,1.778,81.648,Guard,26,14,26.7,3.3,8.7,0.375,2,5,0.411,1.2,3.8,0.328,2.3,3.2,0.725,1.6,0.7,0.1,10.1,0.5,1.6,2.1,2.1,2,2009,2010,FALSE
Kaheem Ransom,1.8541999999999998,81.648,Guard,35,35,29.7,3.1,8.5,0.365,1.4,3.6,0.386,1.7,4.9,0.349,2.9,3.8,0.769,3.8,1.4,0.1,10.8,0.9,3.3,4.3,2.1,2,2014,2015,FALSE
Will Ransom,2.032,114.3072,Forward,19,5.666666666666667,13.6,1,1.7,0.583,1,1.7,0.589,0,0,0,0.2,0.5,0.483,0.1,0.4,0.6,2.2,1.4,1.9,3.3,0.7,3,2015,2017,FALSE
Mike Ranson,1.8796,83.916,Guard,14,0,8.4,0.5,1.8,0.28,0.1,0.4,0.2,0.4,1.4,0.3,0.3,0.4,0.8,0.5,0.1,0,1.7,0,0.8,0.8,0.6,1,2017,2017,FALSE
Al Rapier,2.0065999999999997,104.328,Forward,31.5,16.5,21.1,2.5,4.8,0.518,2.5,4.7,0.529,0,0.1,0,1.1,2,0.568,1.1,0.5,0.1,6.1,1.5,3.1,4.6,1.7,2,2011,2012,FALSE
Stephane Raquil,2.0827999999999998,102.06,Forward,32,17.5,13.8,0.7,1.5,0.454,0.7,1.5,0.458,0,0,0,0.3,0.7,0.476,0.2,0.2,0.5,1.7,0.7,1.4,2.1,0.6,2,2013,2014,FALSE
Damion Rashford,1.9558,100.2456,Guard,22,0,5.2,0.3,1.5,0.212,0.2,1,0.217,0.1,0.5,0.2,0.1,0.4,0.25,0.1,0.1,0.1,0.8,0.2,0.5,0.7,0.4,1,2014,2014,FALSE
Amir Rashid,1.7526,74.844,Guard,21.5,8.5,25,1.7,5.8,0.299,1.5,4.7,0.32,0.3,1.2,0.216,1.3,2.2,0.617,2.4,1.5,0,5.1,0.3,1.8,2.2,2,2,2010,2011,FALSE
Chano Rashiduddin,2.0574,117.936,Forward,5.666666666666667,0,4.5,0.2,0.8,0.308,0.2,0.8,0.308,0,0,0,0.2,0.8,0.231,0.2,0,0,0.6,0.2,0.4,0.6,0.3,3,2009,2011,FALSE
Chad Rasmussen,2.0065999999999997,90.72,Forward,28.333333333333332,11,20.7,2.1,6.1,0.348,0.5,1.4,0.356,1.6,4.7,0.346,0.5,0.6,0.736,1.2,0.5,0.1,6.3,0.5,1.5,2,1.2,3,2011,2013,FALSE
Myles Rasnick,1.8541999999999998,72.576,Guard,8,0,3.8,0.8,2,0.375,0.3,1,0.25,0.5,1,0.5,0.3,0.3,1,0,0,0,2.3,0,0.1,0.1,0.1,1,2019,2019,FALSE
Franz Rassman,2.0574,101.60640000000001,Forward,31,23.75,19.2,2.4,5,0.478,2.2,4.4,0.501,0.2,0.6,0.316,1,1.4,0.685,0.6,0.4,0.6,6,1.1,2.6,3.7,1.1,4,2013,2016,FALSE
Arman Rasul,1.9304,90.72,Guard,6,0,2.3,0.3,0.4,0.6,0.3,0.4,0.6,0,0,0,0.1,0.2,0.5,0,0.1,0,0.6,0.3,0.3,0.7,0.2,2,2010,2011,FALSE
Xavier Rathan-Mayes,1.9304,86.184,Guard,33.333333333333336,32,30.5,4.3,10.1,0.424,3,5.8,0.521,1.3,4.3,0.294,2.5,3.7,0.666,4.5,1,0,12.4,0.5,2.7,3.2,2.6,3,2015,2017,FALSE
Jordan Ratinho,1.9558,95.256,Guard,34,31,28.3,3.3,7.8,0.419,1.4,2.9,0.492,1.8,4.9,0.375,0.9,1.5,0.633,1.1,0.7,0.2,9.3,0.6,2.1,2.7,0.9,4,2017,2020,FALSE
Jimmy Ratliff,2.032,84.3696,Guard,13.5,0.5,14.4,0.8,2.7,0.301,0.2,0.4,0.5,0.6,2.3,0.262,0.1,0.1,0.667,0.3,0.3,0.2,2.3,0.6,0.9,1.4,0.4,2,2019,2020,FALSE
Jordan Ratliffe,1.8288,85.2768,Guard,27,0,17.4,2.7,6.9,0.389,1.8,3.7,0.49,0.9,3.1,0.271,1.1,1.4,0.744,0.7,0.7,0,7.3,0.9,1.6,2.4,1.5,1,2018,2018,FALSE
Ricardo Ratliffe,2.032,108.864,Forward,34.5,31.5,25.3,5.3,8.3,0.635,5.2,8.1,0.645,0.1,0.2,0.267,1.6,2.4,0.669,0.9,0.4,1.2,12.3,2.9,3.9,6.7,1.3,2,2011,2012,FALSE
Matt Ratto,1.8034,72.576,Guard,20,0,4.5,0.5,1.2,0.375,0.1,0.1,0.4,0.4,1.1,0.372,0.3,0.3,0.909,0.2,0.2,0,1.6,0.1,0.4,0.5,0.2,2,2013,2014,FALSE
Brett Rau,1.9304,77.112,Forward,8,0,3.6,0.3,0.6,0.4,0.2,0.4,0.429,0.1,0.2,0.333,0.1,0.2,0.333,0.1,0.1,0,0.6,0.3,0.1,0.3,0.3,2,2017,2018,FALSE
Andy Rautins,1.9558,88.452,Guard,31.75,16.25,24.4,2.8,7.1,0.396,0.6,1.2,0.506,2.2,5.9,0.374,0.9,1.2,0.763,2.7,1.4,0.2,8.8,0.4,2.2,2.6,1.7,4,2006,2010,TRUE
Alec Raven,1.9558,87.5448,Guard,3,0,2.8,0.2,0.5,0.333,0.2,0.3,0.5,0,0.2,0,0.3,0.3,1,0,0,0,0.7,0,0.7,0.7,0,2,2016,2017,FALSE
Evan Ravenel,2.032,113.4,Forward,23,2.8,12.4,1.4,2.8,0.502,1.4,2.7,0.503,0,0,0,0.9,1.4,0.671,0.3,0.2,0.5,3.7,1,1.8,2.8,0.7,5,2009,2013,FALSE
Justin Ravenel,1.8541999999999998,83.916,Guard,31,21.5,29.1,3.5,8.4,0.421,1.2,2.8,0.449,2.3,5.6,0.408,1.3,1.6,0.813,1.1,0.6,0.1,10.7,0.4,2,2.3,0.9,4,2016,2019,FALSE
