Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
29,29,SAS,Dejounte Murray,Washington,5,259,6130,2678,1410,972,.451,.335,.755,23.7,10.3,5.4,3.8,9.8,.077,0.3,3.6
30,30,GSW,Damian Jones,Vanderbilt,5,143,2018,663,439,94,.669,.214,.691,14.1,4.6,3.1,0.7,5.9,.141,-1.5,0.3
31,31,BOS,Deyonta Davis,Michigan State,3,107,1299,454,346,47,.599,.000,.635,12.1,4.2,3.2,0.4,3.6,.131,-2.1,0.0
32,32,LAL,Ivica Zubac,,6,290,5115,2263,1739,301,.587,.100,.759,17.6,7.8,6.0,1.0,19.4,.182,0.5,3.2
33,33,LAC,Cheick Diallo,Kansas,4,180,2155,947,747,78,.598,.286,.772,12.0,5.3,4.2,0.4,6.3,.140,-1.3,0.4
34,34,PHO,Tyler Ulis,Kentucky,3,133,2782,998,223,537,.403,.280,.808,20.9,7.5,1.7,4.0,0.5,.008,-3.6,-1.1
35,35,BOS,Rade Zagorac,,,,,,,,,,,,,,,,,,
36,36,MIL,Malcolm Brogdon,Virginia,6,302,9031,4589,1248,1419,.465,.384,.890,29.9,15.2,4.1,4.7,22.0,.117,0.9,6.6
37,37,HOU,Chinanu Onuaku,Louisville,2,6,74,18,14,4,.583,,1.000,12.3,3.0,2.3,0.7,0.1,.043,-5.4,-0.1
38,38,MIL,Patrick McCaw,UNLV,5,199,3373,760,319,270,.420,.305,.785,16.9,3.8,1.6,1.4,4.4,.062,-2.8,-0.6
39,39,NOP,David Michineau,,,,,,,,,,,,,,,,,,
40,40,NOP,Diamond Stone,Maryland,1,7,24,10,6,0,.231,,1.000,3.4,1.4,0.9,0.0,-0.1,-.211,-20.8,-0.1
41,41,ORL,Stephen Zimmerman,UNLV,1,19,108,23,35,4,.323,,.600,5.7,1.2,1.8,0.2,0.0,-.005,-8.3,-0.2
42,42,UTA,Isaiah Whitehead,Seton Hall,2,89,1823,643,210,212,.411,.305,.788,20.5,7.2,2.4,2.4,-0.9,-.025,-5.0,-1.4
43,43,HOU,Zhou Qi,,2,19,125,24,22,2,.212,.105,.667,6.6,1.3,1.2,0.1,-0.2,-.093,-9.6,-0.2
44,44,ATL,Isaïa Cordinier,,,,,,,,,,,,,,,,,,
45,45,BOS,Demetrius Jackson,Notre Dame,3,26,136,48,19,17,.486,.286,.667,5.2,1.8,0.7,0.7,0.2,.087,-0.5,0.1
46,46,DAL,A.J. Hammons,Purdue,1,22,163,48,36,4,.405,.500,.450,7.4,2.2,1.6,0.2,0.0,-.001,-6.6,-0.2
47,47,ORL,Jake Layman,Maryland,6,210,2873,1096,381,118,.463,.305,.719,13.7,5.2,1.8,0.6,3.7,.061,-2.3,-0.2
48,48,CHI,Paul Zipser,,2,98,1667,458,256,82,.371,.335,.769,17.0,4.7,2.6,0.8,0.0,-.001,-5.2,-1.4
49,49,DET,Michael Gbinije,Syracuse,1,9,32,4,3,2,.100,.000,1.000,3.6,0.4,0.3,0.2,-0.1,-.136,-12.1,-0.1
50,50,IND,Georges Niang,Iowa State,6,236,2857,1232,431,159,.439,.406,.864,12.1,5.2,1.8,0.7,5.8,.098,-0.6,1.0
51,51,BOS,Ben Bentil,Providence,1,3,10,0,2,0,.000,.000,,3.3,0.0,0.7,0.0,-0.1,-.473,-25.9,-0.1
52,52,UTA,Joel Bolomboy,Weber State,2,18,91,31,27,2,.545,.200,.500,5.1,1.7,1.5,0.1,0.3,.132,-0.1,0.0
53,53,DEN,Petr Cornelie,,1,1,3,0,0,0,,,,3.0,0.0,0.0,0.0,0.0,.035,-9.2,0.0
54,54,ATL,Kay Felder,Oakland,2,58,526,223,59,78,.364,.268,.754,9.1,3.8,1.0,1.3,-0.4,-.041,-4.7,-0.4
55,55,BRK,Marcus Paige,UNC,1,5,28,12,4,3,.286,.250,1.000,5.6,2.4,0.8,0.6,0.0,-.006,-8.8,0.0
56,56,DEN,Daniel Hamilton,UConn,2,25,232,69,52,30,.394,.357,.500,9.3,2.8,2.1,1.2,0.0,.000,-3.3,-0.1
57,57,MEM,Wang Zhelin,,,,,,,,,,,,,,,,,,
58,58,BOS,Abdel Nader,Iowa State,5,192,2484,904,356,105,.430,.358,.725,12.9,4.7,1.9,0.5,2.8,.053,-2.6,-0.4
59,59,SAC,Isaiah Cousins,Oklahoma,,,,,,,,,,,,,,,,,
60,60,UTA,Tyrone Wallace,California,3,106,1639,549,228,126,.425,.203,.671,15.5,5.2,2.2,1.2,0.2,.006,-5.1,-1.3
