name,height,weight,position,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers,school,seasons,start_season,end_season,drafted
A.J. Hammons,2.1336,118.3896,Center,33.0,23.75,24.3,4.6,8.6,0.539,4.6,8.4,0.544,0.0,0.2,0.539,2.7,4.0,0.69,0.8,0.4,2.6,12.1,2.4,4.7,7.0,2.1,Purdue,4.0,2013,2016,True
Spirit Ricks,2.032,97.524,Guard,26.0,18.0,14.7,1.2,4.0,0.311,0.9,2.0,0.442,0.3,2.0,0.311,0.9,1.2,0.767,0.5,0.2,0.0,3.7,0.5,2.7,3.2,1.3,Norfolk State,1.0,2020,2020,False
George Matthews,1.9558,104.328,Guard,10.8,0.0,8.6,1.1,3.0,0.375,0.8,1.4,0.5539999999999999,0.4,1.6,0.375,0.4,0.5,0.679,0.2,0.3,0.3,2.9,0.7,1.3,2.0,0.8,Overall,5.0,2012,2016,False
Jordan Nelson,1.8288,72.57600000000002,Guard,27.0,0.0,7.1,0.7,1.8,0.364,0.2,0.4,0.458,0.5,1.4,0.364,0.1,0.2,0.778,0.3,0.1,0.0,1.9,0.1,0.4,0.4,0.2,Evansville,2.0,2012,2013,False
Kaleb Joseph,1.905,83.916,Guard,19.8,6.6,16.5,1.5,3.8,0.401,1.1,2.6,0.4320000000000001,0.4,1.1,0.401,0.8,1.1,0.743,2.0,0.5,0.1,4.2,0.3,1.2,1.6,1.2,Overall,5.0,2015,2019,False
Jermaine Davis,2.0574,133.812,Center,6.333333333333333,0.3333333333333333,5.3,0.3,0.7,0.35700000000000004,0.2,0.6,0.333,0.1,0.1,0.35700000000000004,0.6,0.9,0.647,0.1,0.0,0.1,1.2,0.3,0.8,1.1,0.6,Overall,3.0,2014,2016,False
Stephen Albrecht,1.905,79.38,Guard,13.75,9.0,25.8,3.2,8.8,0.365,1.2,3.4,0.349,2.0,5.4,0.365,0.9,1.3,0.649,1.8,0.7,0.1,9.3,0.3,2.4,2.6,1.5,Overall,4.0,2010,2013,False
Ray Bowles,1.9558,86.184,Guard,31.0,31.0,29.8,3.5,8.7,0.407,2.5,5.6,0.452,1.0,3.1,0.407,2.4,3.5,0.682,2.2,0.9,0.1,10.5,1.1,2.6,3.7,1.8,Overall,4.0,2015,2018,False
Terrance Calvin,1.8796,77.112,Guard,23.5,20.25,30.7,3.4,8.8,0.386,3.3,8.3,0.397,0.1,0.5,0.386,3.6,4.7,0.752,3.2,1.3,0.0,10.4,1.5,3.3,4.8,3.1,Arkansas-Pine Bluff,4.0,2007,2010,False
Matthew Grant,1.8288,80.2872,Guard,23.75,9.5,19.4,1.4,4.4,0.329,0.7,2.0,0.371,0.7,2.4,0.329,1.1,1.4,0.8059999999999999,1.3,0.7,0.2,4.7,0.3,1.8,2.1,0.7,Detroit,4.0,2014,2017,False
Dorian Green,1.8796,87.0912,Guard,32.5,32.5,32.7,3.4,8.3,0.408,1.9,4.2,0.444,1.5,4.1,0.408,3.0,3.7,0.805,2.9,0.8,0.1,11.3,0.3,2.6,2.9,1.9,Colorado State,4.0,2010,2013,False
Cole Stockton,1.9558,88.45200000000001,Guard,10.0,0.0,1.8,0.1,0.6,0.182,0.0,0.1,0.0,0.1,0.5,0.182,0.1,0.1,1.0,0.1,0.0,0.0,0.4,0.1,0.1,0.2,0.1,Auburn,2.0,2015,2016,False
Kaelon Wilson,1.8796,81.648,Guard,33.0,13.5,22.9,3.1,6.9,0.451,2.4,4.7,0.512,0.7,2.2,0.451,2.1,3.2,0.6559999999999999,1.2,0.7,0.2,9.0,1.3,2.6,3.9,1.3,Texas-Arlington,4.0,2015,2018,False
Don MuepoKelly,1.9812,108.864,Forward,24.666666666666668,14.0,18.6,2.5,5.3,0.467,2.5,5.2,0.473,0.0,0.1,0.467,1.4,2.4,0.586,0.8,1.1,1.0,6.3,1.6,2.7,4.3,1.1,Overall,3.0,2013,2017,False
Dayon Griffin,1.9304,95.256,Guard,24.2,6.6,20.6,2.4,5.9,0.414,1.2,2.4,0.515,1.2,3.4,0.414,0.7,1.3,0.551,1.1,0.8,0.2,6.7,0.5,2.5,2.9,1.0,Overall,5.0,2015,2019,False
Shemiye McLendon,1.905,88.45200000000001,Guard,22.5,4.0,20.0,1.7,5.1,0.338,1.2,3.1,0.378,0.6,2.1,0.338,0.9,1.3,0.726,1.4,0.6,0.1,5.0,0.5,1.4,1.9,1.5,Overall,4.0,2011,2014,False
D'Montre Edwards,1.9812,92.0808,Guard,14.0,0.0,7.0,0.7,2.1,0.333,0.4,1.3,0.314,0.3,0.9,0.333,0.5,0.7,0.737,0.2,0.2,0.0,2.3,0.3,1.4,1.7,0.3,Tennessee,2.0,2013,2014,False
Tyler Griffey,2.0574,99.792,Forward,31.0,11.0,13.9,1.7,3.9,0.44,1.1,2.2,0.524,0.6,1.7,0.44,0.5,0.7,0.732,0.4,0.4,0.3,4.5,1.0,1.5,2.5,0.6,Illinois,4.0,2010,2013,False
Tadre Sheppard,2.0066,92.988,Forward,26.0,20.5,28.9,3.7,6.8,0.537,3.5,6.5,0.545,0.1,0.3,0.537,3.3,5.3,0.618,0.6,1.2,1.3,10.7,3.0,3.4,6.4,1.4,Central Arkansas,2.0,2010,2011,False
Nick Malonga,1.9304,89.3592,Guard,29.0,21.5,14.7,1.2,3.4,0.35700000000000004,0.8,1.7,0.474,0.4,1.7,0.35700000000000004,0.6,1.0,0.593,0.7,0.3,0.1,3.4,0.6,1.5,2.1,0.9,North Florida,2.0,2016,2017,False
Taylor Abt,2.032,102.06,Forward,28.25,7.0,12.0,1.0,2.0,0.481,0.8,1.5,0.5539999999999999,0.2,0.6,0.481,0.3,0.6,0.429,0.1,0.2,0.4,2.4,1.0,1.4,2.3,0.6,Holy Cross,4.0,2012,2015,False
Matt Husek,2.1082,108.864,Center,24.0,15.75,14.8,1.9,4.3,0.441,1.3,2.5,0.511,0.7,1.9,0.441,0.5,0.8,0.644,0.7,0.4,0.7,5.0,0.4,1.8,2.1,0.7,Holy Cross,4.0,2014,2017,False
Austin Rivers,1.9304,90.72,Guard,34.0,33.0,33.2,5.1,11.8,0.433,3.4,7.1,0.477,1.7,4.7,0.433,3.6,5.4,0.6579999999999999,2.1,1.0,0.0,15.5,0.6,2.8,3.4,2.3,Duke,1.0,2012,2012,True
Demetrius McReynolds,1.8796,95.256,Guard,28.0,23.5,27.3,4.8,10.5,0.453,2.8,5.3,0.537,1.9,5.2,0.453,2.0,2.5,0.8190000000000001,1.8,0.7,0.1,13.4,1.5,3.5,5.0,1.0,Eastern Illinois,2.0,2016,2017,False
Davon Hayes,2.0066,86.184,Guard,18.0,11.333333333333334,20.9,3.0,7.6,0.389,1.7,4.1,0.414,1.3,3.5,0.389,1.7,2.3,0.73,1.3,0.6,0.2,8.9,0.6,2.2,2.8,1.9,Overall,3.0,2015,2017,False
Darren Moore,1.905,86.184,Guard,23.333333333333332,22.666666666666668,30.5,4.2,8.9,0.468,2.9,5.5,0.528,1.2,3.4,0.468,3.8,5.1,0.746,1.8,1.4,0.3,13.4,1.5,3.5,5.0,1.9,UC-Irvine,3.0,2009,2011,False
Riley Hunley,1.905,83.916,Guard,11.0,0.25,3.5,0.2,0.7,0.333,0.2,0.5,0.476,0.0,0.2,0.333,0.1,0.3,0.545,0.5,0.2,0.0,0.6,0.3,0.5,0.7,0.3,Tennessee Tech,4.0,2009,2012,False
Marcquise Reed,1.905,85.2768,Guard,26.8,18.6,29.9,5.1,11.4,0.448,3.7,7.7,0.483,1.4,3.6,0.448,3.5,4.2,0.84,2.6,1.8,0.0,15.0,0.6,3.1,3.7,2.2,Overall,5.0,2015,2019,False
Mantoris Robinson,1.9558,92.988,Forward,31.5,21.75,24.4,2.0,4.9,0.4,1.6,3.5,0.474,0.3,1.4,0.4,1.8,2.7,0.654,1.1,1.1,0.7,6.0,1.5,3.2,4.7,1.6,Winthrop,4.0,2007,2010,False
Andre Ferguson,1.8288,81.648,Guard,19.0,7.0,13.8,0.7,2.4,0.28300000000000003,0.4,1.5,0.241,0.3,0.9,0.28300000000000003,0.8,1.3,0.6,1.2,0.3,0.0,2.5,0.2,1.2,1.3,1.2,Portland,1.0,2017,2017,False
Jamee Jackson,2.0066,102.06,Forward,28.0,17.5,21.4,2.5,5.2,0.48,2.5,5.2,0.48,0.0,0.0,0.48,1.4,3.0,0.482,0.3,0.4,0.9,6.4,2.2,2.6,4.8,1.3,Quinnipiac,4.0,2010,2013,False
Will Cherry,1.8542,80.2872,Guard,29.0,26.0,30.7,4.2,9.8,0.43,3.3,6.8,0.495,0.9,3.1,0.43,3.5,4.9,0.718,3.4,2.3,0.3,12.8,0.6,3.0,3.6,2.4,Montana,4.0,2010,2013,False
Trent Beckley,2.0828,108.864,Forward,6.0,0.0,3.1,0.2,0.5,0.364,0.2,0.5,0.364,0.0,0.0,0.364,0.1,0.1,0.667,0.0,0.0,0.0,0.4,0.0,0.3,0.4,0.3,Colorado,4.0,2007,2011,False
P.J. Hardwick,1.778,75.7512,Guard,16.5,9.5,25.4,1.3,3.6,0.363,1.3,3.4,0.373,0.0,0.2,0.363,1.3,1.7,0.765,3.5,0.8,0.0,4.0,0.6,2.4,2.9,2.1,Overall,4.0,2013,2016,False
Elbert Robinson III,2.1590000000000003,129.276,Center,17.8,7.8,8.1,0.8,1.5,0.537,0.8,1.5,0.537,0.0,0.0,0.537,0.4,1.0,0.419,0.3,0.2,0.3,2.0,0.7,1.1,1.8,0.9,Overall,5.0,2015,2019,False
Pat Dembley,1.8542,78.4728,Guard,30.0,5.0,16.9,1.9,5.8,0.335,1.0,2.4,0.425,0.9,3.3,0.335,0.7,1.0,0.677,1.5,0.9,0.0,5.5,0.3,1.7,2.0,2.0,Boise State,1.0,2019,2019,False
Bobby Davis,1.9812,104.328,Forward,20.333333333333332,20.0,31.0,4.6,9.3,0.495,4.5,8.9,0.506,0.1,0.4,0.495,2.9,4.7,0.611,2.1,1.3,0.5,12.2,2.5,5.8,8.2,2.8,USC Upstate,3.0,2008,2010,False
Lis Shoshi,2.1082,95.256,Forward,31.0,28.0,23.5,3.1,6.4,0.486,2.8,5.4,0.519,0.3,1.0,0.486,1.4,2.0,0.7040000000000001,1.1,0.4,1.3,7.9,2.0,3.8,5.8,1.1,Little Rock,2.0,2016,2017,False
Zach Dickerson,1.905,86.184,Guard,15.0,3.0,13.5,0.7,1.8,0.413,0.5,1.0,0.511,0.2,0.7,0.413,0.3,0.4,0.75,1.0,0.1,0.1,2.0,0.1,0.8,0.9,0.7,Overall,3.0,2014,2016,False
Shawn Amiker,1.9558,83.916,Guard,32.0,13.25,18.0,2.3,4.5,0.498,2.2,4.1,0.521,0.1,0.4,0.498,1.5,2.3,0.6459999999999999,0.7,0.4,0.2,6.1,1.0,2.0,3.0,1.2,Youngstown State,4.0,2012,2015,False
Gabby Belardo,1.8796,81.648,Guard,19.4,11.0,21.4,2.8,7.3,0.382,1.9,4.2,0.439,0.9,3.1,0.382,1.0,1.5,0.642,2.3,0.9,0.0,7.5,0.5,1.4,1.9,2.2,Overall,5.0,2009,2013,False
Ivy Smith Jr.,1.8288,74.844,Guard,31.75,23.75,27.4,3.3,8.5,0.389,2.7,6.4,0.416,0.6,2.0,0.389,4.3,5.4,0.8009999999999999,4.1,1.8,0.2,11.5,0.5,2.5,3.0,2.7,Grambling,4.0,2017,2020,False
Markese Jacobs,1.8034,83.916,Guard,21.0,0.0,9.3,1.0,2.7,0.35100000000000003,0.4,0.9,0.421,0.6,1.8,0.35100000000000003,0.7,1.3,0.536,0.1,0.3,0.0,3.2,0.1,0.2,0.3,0.7,DePaul,1.0,2020,2020,False
Dan Garvin,1.9812,92.988,Forward,27.25,18.0,24.6,3.4,6.9,0.498,3.4,6.5,0.515,0.1,0.3,0.498,1.3,2.2,0.58,0.9,0.7,1.4,8.2,2.5,4.1,6.5,1.6,Bryant,4.0,2014,2017,False
Houston Wahlen,1.8796,79.38,Guard,4.0,0.0,1.4,0.3,0.7,0.5,0.2,0.3,0.5,0.2,0.3,0.5,0.1,0.2,0.5,0.0,0.0,0.0,0.9,0.0,0.2,0.2,0.0,Idaho State,3.0,2018,2020,False
Matt Bingaya,1.9558,90.72,Guard,32.0,17.0,22.2,3.4,7.3,0.462,3.0,5.7,0.516,0.4,1.5,0.462,2.2,3.3,0.654,1.2,1.0,0.4,9.3,1.3,3.3,4.6,1.7,Southern Miss,2.0,2014,2015,False
Josiah Whitehead,1.9812,97.524,Forward,34.0,2.5,14.5,1.4,2.7,0.53,1.4,2.7,0.536,0.0,0.0,0.53,1.3,1.8,0.708,0.5,0.3,0.1,4.1,0.9,1.4,2.3,1.0,Robert Morris,2.0,2009,2010,False
Jamie Egenti,2.032,120.204,Forward,4.5,0.0,1.9,0.1,0.4,0.25,0.1,0.4,0.25,0.0,0.0,0.25,0.3,0.6,0.6,0.0,0.0,0.0,0.6,0.0,0.1,0.1,0.1,North Texas,2.0,2010,2011,False
Tashombe Riley,2.0066,95.256,Forward,31.25,18.25,21.4,3.7,7.8,0.471,3.5,7.1,0.496,0.2,0.7,0.471,1.0,1.4,0.7070000000000001,0.6,0.5,0.3,8.5,1.4,2.9,4.3,0.9,South Carolina State,4.0,2015,2020,False
Jarrey Foster,1.9812,99.792,Guard,24.75,16.5,25.4,3.2,6.9,0.465,2.4,4.7,0.516,0.8,2.2,0.465,1.3,2.2,0.621,1.9,0.5,0.7,8.5,2.0,2.5,4.5,1.2,SMU,4.0,2016,2019,False
Derrick Gordon,1.905,92.988,Guard,26.8,20.8,28.5,3.5,8.4,0.411,3.1,7.2,0.438,0.3,1.2,0.411,2.5,3.9,0.653,2.1,1.2,0.3,9.7,1.3,3.3,4.6,2.2,Overall,5.0,2012,2016,False
Donovan Fields,1.778,72.57600000000002,Guard,30.333333333333332,25.0,30.7,5.0,12.2,0.412,3.8,8.8,0.4370000000000001,1.2,3.4,0.412,2.4,2.8,0.8740000000000001,3.3,1.2,0.2,13.7,0.4,2.2,2.6,2.1,Cal Poly,3.0,2017,2019,False
Lonnie Boga,1.905,90.72,Guard,29.5,7.0,14.7,1.5,3.5,0.429,0.9,1.9,0.487,0.5,1.5,0.429,0.8,1.5,0.529,0.6,0.5,0.1,4.3,0.9,1.7,2.7,0.8,Milwaukee,2.0,2010,2011,False
Tyler McCullough,2.1082,111.5856,Center,26.75,8.0,11.0,1.0,2.1,0.465,1.0,2.1,0.465,0.0,0.0,0.465,0.5,0.8,0.6459999999999999,0.2,0.2,0.7,2.5,0.9,1.2,2.1,0.6,Missouri State,4.0,2014,2017,False
Delano Spencer,1.905,88.45200000000001,Guard,29.5,17.5,27.5,3.9,9.2,0.426,1.5,3.3,0.454,2.4,5.9,0.426,1.7,2.1,0.843,1.0,0.8,0.0,12.0,0.4,2.1,2.5,1.4,Tennessee State,2.0,2017,2018,False
Anthony Townes,1.9812,97.524,Forward,27.75,17.25,21.0,3.2,6.1,0.524,3.2,6.1,0.524,0.0,0.0,0.524,1.3,2.0,0.6709999999999999,0.3,0.7,0.6,7.7,2.0,3.1,5.1,1.2,Pacific,4.0,2016,2019,False
Tim Rusthoven,2.0574,106.596,Forward,28.0,20.75,23.4,4.2,7.4,0.5660000000000001,4.2,7.1,0.5820000000000001,0.0,0.3,0.5660000000000001,2.3,3.5,0.6679999999999999,1.5,0.4,0.8,10.8,1.8,3.5,5.4,1.5,William & Mary,4.0,2011,2014,False
Andre Hollins,1.8796,88.45200000000001,Guard,35.0,30.5,27.9,3.9,9.6,0.402,1.9,4.6,0.414,2.0,5.0,0.402,3.0,3.6,0.828,2.6,1.0,0.2,12.6,0.6,2.7,3.3,2.0,Minnesota,4.0,2012,2015,False
Tyler Self,1.8796,74.844,Guard,11.25,0.25,2.1,0.2,0.6,0.269,0.1,0.2,0.364,0.1,0.3,0.269,0.0,0.1,0.5,0.3,0.0,0.0,0.4,0.0,0.1,0.2,0.4,Kansas,4.0,2013,2017,False
Davion Turner,2.0574,83.916,Guard,30.0,7.0,14.9,1.7,3.6,0.481,0.7,1.3,0.55,1.0,2.3,0.481,0.9,1.2,0.73,0.6,0.2,0.5,5.4,0.8,2.1,2.9,0.7,Texas-Arlington,1.0,2018,2018,False
Javon Ralling,1.9812,102.06,Forward,17.75,5.25,14.5,1.2,2.9,0.407,1.2,2.9,0.409,0.0,0.0,0.407,0.9,1.5,0.5920000000000001,0.4,0.1,0.0,3.3,1.0,1.4,2.4,1.0,Binghamton,4.0,2010,2013,False
Christian Kirk,2.032,98.8848,Forward,31.25,13.5,18.3,2.4,4.6,0.528,2.4,4.6,0.529,0.0,0.0,0.528,0.9,1.6,0.595,0.5,0.3,0.3,5.7,1.3,2.1,3.4,1.0,Missouri State,4.0,2012,2015,False
Ryan Jehle,1.9812,106.596,Forward,21.666666666666668,3.0,13.8,1.2,2.4,0.4970000000000001,1.0,1.6,0.625,0.2,0.8,0.4970000000000001,0.6,1.0,0.619,0.4,0.3,0.1,3.2,0.7,1.5,2.2,0.8,Missouri State,3.0,2008,2010,False
Izayah Mauriohooho-Le'afa,1.8796,90.72,Guard,29.25,27.0,30.0,2.8,7.6,0.368,1.2,3.1,0.396,1.6,4.6,0.368,0.8,1.1,0.75,2.6,1.3,0.1,8.0,0.3,2.7,3.0,1.6,Sacramento State,4.0,2017,2020,False
Ami Lakoju,2.0574,117.936,Forward,18.2,3.4,9.3,1.4,2.4,0.58,1.4,2.4,0.58,0.0,0.0,0.58,0.4,0.9,0.481,0.1,0.1,0.5,3.2,1.2,1.4,2.6,0.7,UCSB,5.0,2015,2019,False
Ben Resner,1.8796,83.916,Guard,8.5,0.25,3.4,0.2,0.7,0.24,0.1,0.5,0.278,0.0,0.2,0.24,0.4,0.6,0.7,0.4,0.1,0.0,0.8,0.1,0.4,0.5,0.8,Stony Brook,4.0,2011,2014,False
Erik Murphy,2.0828,107.9568,Forward,34.0,16.75,18.3,2.9,5.7,0.514,1.9,3.3,0.5720000000000001,1.1,2.4,0.514,0.8,1.1,0.757,0.7,0.4,0.6,7.7,1.2,2.6,3.7,1.0,Florida,4.0,2010,2013,True
Brice Johnson,2.0574,103.4208,Forward,37.0,20.0,21.0,4.8,8.4,0.575,4.8,8.4,0.575,0.0,0.0,0.575,1.9,2.8,0.708,0.9,0.8,1.1,11.6,2.1,4.9,7.0,1.3,UNC,4.0,2013,2016,True
Lorenzo Brown,1.9558,84.3696,Guard,33.666666666666664,31.666666666666668,32.6,4.1,9.5,0.429,3.4,7.4,0.464,0.6,2.1,0.429,2.8,3.8,0.741,5.8,1.7,0.5,11.6,0.7,3.5,4.2,3.0,NC State,3.0,2011,2013,True
Eric Monroe,1.8796,79.38,Guard,26.75,10.5,17.2,1.3,3.0,0.433,0.5,1.0,0.486,0.8,2.0,0.433,0.6,0.6,0.897,2.1,0.4,0.1,4.0,0.2,1.7,1.9,1.2,Yale,4.0,2017,2020,False
A.J. Avery,2.0066,92.988,Forward,27.75,8.0,13.3,1.2,2.7,0.457,1.2,2.6,0.459,0.0,0.1,0.457,1.0,1.5,0.6579999999999999,0.3,0.3,0.5,3.5,1.3,1.9,3.1,0.6,Western Michigan,4.0,2013,2016,False
Luke Babbitt,2.0574,102.06,Forward,34.0,34.0,34.9,6.5,13.6,0.48,5.4,11.0,0.494,1.1,2.6,0.48,5.2,5.8,0.893,1.8,0.9,0.8,19.4,2.0,6.2,8.1,2.1,Nevada,2.0,2009,2010,True
Hollis Thompson,2.032,96.1632,Forward,33.0,19.0,24.6,3.1,6.5,0.478,1.8,3.6,0.508,1.3,2.9,0.478,1.2,1.7,0.6759999999999999,1.1,0.8,0.4,8.7,1.1,3.0,4.1,1.1,Georgetown,3.0,2010,2012,False
Damion Ottman,2.032,92.988,Forward,14.0,1.0,4.4,0.1,0.9,0.083,0.1,0.5,0.14300000000000002,0.0,0.4,0.083,0.2,0.4,0.5,0.1,0.1,0.1,0.4,0.0,1.1,1.1,0.4,Troy,1.0,2016,2016,False
Simon Krajcovic,1.905,83.916,Guard,17.0,8.0,15.1,1.1,2.4,0.439,0.8,1.7,0.483,0.2,0.7,0.439,0.4,0.7,0.5,2.1,0.8,0.0,2.7,0.5,1.2,1.6,1.8,Loyola Marymount,1.0,2015,2015,False
Terrell Scruggs,1.9812,97.524,Forward,8.0,0.0,5.1,0.3,0.9,0.28600000000000003,0.3,0.6,0.4,0.0,0.3,0.28600000000000003,0.3,0.6,0.4,0.2,0.3,0.0,0.8,0.3,0.7,0.9,0.7,UTSA,2.0,2016,2017,False
Chris Hooper,1.9812,104.328,Forward,33.5,19.5,17.6,3.2,5.8,0.555,3.2,5.8,0.5579999999999999,0.0,0.0,0.555,1.9,3.3,0.575,1.1,0.8,0.9,8.4,1.9,2.7,4.6,1.7,St. Francis (NY),2.0,2015,2016,False
Jorden Duffy,1.8542,77.112,Guard,25.5,15.5,24.2,3.3,8.2,0.397,1.7,3.6,0.475,1.5,4.6,0.397,1.5,2.0,0.745,1.6,0.5,0.0,9.5,0.5,3.3,3.8,1.4,North Texas,2.0,2018,2019,False
Jordan Woodard,1.8288,82.5552,Guard,31.25,31.0,29.9,3.4,8.7,0.384,2.1,5.4,0.384,1.3,3.4,0.384,3.5,4.3,0.812,3.8,1.5,0.1,11.5,0.6,2.6,3.2,2.1,Oklahoma,4.0,2014,2017,False
Hayes Garrity,1.8542,81.648,Guard,14.5,0.5,16.9,2.1,5.6,0.378,1.3,3.2,0.417,0.8,2.4,0.378,1.1,1.3,0.8079999999999999,1.2,0.4,0.0,6.1,0.4,1.6,1.9,1.0,Overall,4.0,2014,2018,False
Marcus Patrick,1.7526,74.844,Guard,11.0,0.0,3.9,0.2,1.0,0.182,0.2,0.6,0.28600000000000003,0.0,0.4,0.182,0.2,0.4,0.5,0.2,0.1,0.0,0.5,0.0,0.5,0.5,0.5,Virginia Tech,1.0,2013,2013,False
"Peter ""PJ"" Roberson",2.1336,111.132,Center,29.0,15.0,22.9,2.3,6.0,0.377,2.3,5.9,0.38,0.0,0.1,0.377,1.0,1.6,0.618,0.3,0.3,1.8,5.5,1.7,3.8,5.5,1.1,Grambling,3.0,2011,2013,False
Rodney Glasgow,1.778,77.112,Guard,30.0,27.5,29.5,4.1,9.2,0.444,2.4,4.6,0.515,1.7,4.6,0.444,2.2,2.6,0.825,4.4,1.2,0.0,12.0,0.6,2.1,2.7,1.7,VMI,4.0,2011,2014,False
Dajuan Jones,1.778,74.844,Guard,21.5,0.5,11.7,0.8,2.1,0.382,0.6,1.1,0.511,0.2,1.0,0.382,0.8,1.1,0.708,1.6,0.5,0.0,2.6,0.1,0.9,1.0,1.1,Sam Houston State,2.0,2018,2020,False
Bryan Horton,1.905,88.9056,Guard,11.5,0.0,3.2,0.1,0.6,0.214,0.1,0.5,0.25,0.0,0.1,0.214,0.1,0.4,0.3,0.2,0.0,0.0,0.4,0.1,0.2,0.3,0.2,San Diego State,2.0,2009,2010,False
Jay Gavin,1.8796,90.72,Guard,16.333333333333332,2.3333333333333335,21.3,3.0,7.8,0.387,1.2,3.0,0.403,1.8,4.8,0.387,2.2,3.0,0.731,1.2,0.6,0.1,10.0,0.6,1.8,2.4,1.8,Overall,3.0,2008,2010,False
Kevarrius Hayes,2.0574,102.9672,Center,35.0,20.5,19.5,2.1,3.2,0.632,2.1,3.2,0.632,0.0,0.0,0.632,1.5,2.4,0.602,0.4,0.7,1.5,5.6,2.1,2.5,4.6,0.9,Florida,4.0,2016,2019,False
Leonard Washington,2.0066,104.328,Forward,23.0,15.2,24.3,3.6,7.1,0.509,3.3,5.7,0.574,0.3,1.3,0.509,2.3,3.5,0.6659999999999999,1.0,1.1,1.0,9.8,1.5,4.7,6.1,1.7,Overall,5.0,2009,2013,False
Junior Etou,2.0066,104.328,Forward,24.2,22.8,28.2,3.3,7.4,0.449,2.3,4.6,0.507,1.0,2.8,0.449,2.6,3.6,0.718,1.0,0.4,0.3,10.2,1.8,4.8,6.5,1.8,Overall,5.0,2014,2018,False
Cheick Kone,2.0828,108.864,Center,8.0,0.0,2.3,0.1,0.8,0.16699999999999998,0.1,0.8,0.16699999999999998,0.0,0.0,0.16699999999999998,0.2,0.3,0.6,0.1,0.1,0.0,0.4,0.1,0.4,0.4,0.2,TCU,2.0,2011,2012,False
Patrick Swilling  Jr.,1.905,102.06,Guard,17.25,1.25,20.1,2.3,6.3,0.361,0.7,2.0,0.362,1.6,4.3,0.361,0.9,1.4,0.602,1.3,0.4,0.0,7.0,0.1,1.6,1.7,1.4,Overall,4.0,2011,2014,False
Nic Moore,1.7526,77.112,Guard,27.0,25.8,32.3,4.2,9.9,0.4270000000000001,2.1,4.9,0.439,2.1,5.0,0.4270000000000001,2.9,3.4,0.836,4.8,1.3,0.0,13.4,0.3,2.1,2.3,2.4,Overall,5.0,2012,2016,False
Tre' McLean,1.9558,88.45200000000001,Forward,32.333333333333336,26.333333333333332,28.5,3.5,7.8,0.444,2.4,4.7,0.511,1.1,3.1,0.444,2.0,2.6,0.767,1.9,1.3,0.4,10.0,1.3,3.7,4.9,1.6,Chattanooga,3.0,2015,2017,False
Bam Bowman,2.032,123.8328,Forward,31.333333333333332,19.333333333333332,19.8,2.7,5.9,0.461,1.9,3.6,0.537,0.8,2.3,0.461,1.3,1.8,0.6920000000000001,0.6,0.4,0.3,7.5,1.6,2.7,4.2,0.9,Miami (OH),3.0,2018,2020,False
Kira Lewis Jr.,1.905,74.844,Guard,32.5,32.5,34.5,5.6,12.5,0.447,3.9,7.8,0.498,1.7,4.7,0.447,3.0,3.8,0.7929999999999999,4.0,1.3,0.4,15.9,0.6,3.0,3.6,2.8,Alabama,2.0,2019,2020,True
Tarik Clement,1.7526,70.308,Guard,9.0,0.0,3.3,0.3,0.8,0.333,0.3,0.7,0.385,0.0,0.1,0.333,0.3,0.4,0.75,0.2,0.1,0.0,0.9,0.1,0.3,0.3,0.2,South Carolina State,2.0,2017,2018,False
David Santiago,1.9304,79.38,Guard,23.0,0.0,7.5,0.5,1.5,0.314,0.4,1.1,0.385,0.0,0.4,0.314,0.3,0.4,0.6,0.3,0.2,0.1,1.3,0.3,0.5,0.8,0.4,Canisius,1.0,2012,2012,False
James Woodard,1.905,85.7304,Guard,32.75,32.0,32.6,4.5,10.8,0.422,2.5,5.2,0.493,2.0,5.6,0.422,3.3,4.4,0.743,1.8,0.9,0.2,14.4,1.1,4.4,5.5,1.7,Tulsa,4.0,2013,2016,False
Alani Moore,1.778,77.112,Guard,30.5,13.5,21.7,1.8,4.8,0.3720000000000001,0.5,1.4,0.3720000000000001,1.2,3.4,0.3720000000000001,0.8,1.0,0.784,1.7,0.9,0.0,5.6,0.5,1.4,1.9,0.9,Temple,4.0,2017,2020,False
Wayne Langston,2.0066,102.06,Forward,32.0,15.5,20.8,3.0,4.8,0.625,3.0,4.8,0.625,0.0,0.0,0.625,1.8,2.7,0.655,0.8,0.5,0.3,7.8,1.8,2.8,4.6,1.0,Murray State,2.0,2015,2016,False
Kevin Galloway,2.0066,97.524,Forward,15.0,7.4,22.0,2.0,4.8,0.405,1.6,3.5,0.454,0.4,1.4,0.405,1.6,2.7,0.581,3.7,1.0,0.6,5.9,0.7,3.3,4.0,3.0,Overall,5.0,2007,2011,False
Garrett Moon,1.9558,86.184,Forward,28.5,0.5,6.3,0.6,1.2,0.485,0.5,1.1,0.5,0.0,0.1,0.485,0.1,0.3,0.333,0.1,0.2,0.4,1.2,0.7,0.6,1.4,0.4,Eastern Washington,2.0,2014,2015,False
