name,height,weight,position,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers,school,seasons,start_season,end_season,drafted
Ben Lammers,2.0828,109.3176,Center,31.0,17.25,25.1,3.5,6.9,0.507,3.5,6.8,0.511,0.0,0.1,0.507,1.5,2.2,0.701,1.2,0.8,2.0,8.5,2.0,4.3,6.2,1.1,Georgia Tech,4.0,2015,2018,False
Malcolm Allen,1.8542,79.38,Guard,14.5,0.5,8.7,0.7,1.5,0.494,0.6,1.1,0.5539999999999999,0.1,0.3,0.494,0.2,0.3,0.474,0.7,0.3,0.0,1.7,0.1,0.5,0.5,0.6,Overall,4.0,2014,2018,False
Conroy Baltimore,1.9812,95.256,Forward,17.25,0.5,7.9,0.8,1.6,0.473,0.8,1.6,0.473,0.0,0.0,0.473,0.5,0.7,0.696,0.1,0.2,0.3,2.0,0.9,1.3,2.2,0.5,Lehigh,4.0,2012,2015,False
David Weaver,2.0828,113.4,Center,30.25,2.75,11.3,1.0,1.8,0.54,0.9,1.7,0.547,0.0,0.1,0.54,0.5,0.9,0.635,0.2,0.2,0.6,2.5,0.8,1.3,2.1,0.6,Wake Forest,4.0,2007,2010,False
Deng Adel,2.0066,86.184,Forward,29.666666666666668,23.666666666666668,26.8,3.9,9.0,0.438,2.8,5.7,0.489,1.1,3.3,0.438,2.2,2.9,0.7759999999999999,2.0,0.5,0.3,11.2,0.6,3.5,4.1,1.7,Louisville,3.0,2016,2018,False
Montay Brandon,2.032,102.06,Guard,33.75,30.25,26.0,2.3,5.0,0.465,2.1,4.3,0.498,0.2,0.7,0.465,1.9,3.0,0.616,1.5,0.7,0.2,6.7,1.1,2.7,3.8,1.6,Florida State,4.0,2013,2016,False
Terry Larrier,2.032,79.38,Guard,17.25,9.5,25.5,3.5,9.1,0.385,2.2,5.2,0.433,1.3,3.9,0.385,1.8,2.5,0.735,0.8,0.6,0.2,10.1,1.1,2.7,3.9,1.7,Overall,4.0,2015,2018,False
Phillip Henry,1.8796,77.112,Forward,15.0,0.0,6.7,0.5,1.8,0.259,0.3,0.9,0.308,0.2,0.9,0.259,0.3,0.5,0.5710000000000001,0.1,0.3,0.1,1.4,0.5,0.6,1.1,0.1,South Carolina State,1.0,2013,2013,False
Aaron Moore,2.032,97.524,Forward,18.5,17.5,30.2,5.0,9.7,0.511,4.9,9.5,0.52,0.0,0.2,0.511,2.9,4.0,0.716,1.5,0.7,0.8,12.8,2.1,4.7,6.8,2.0,Portland State,2.0,2013,2014,False
Ryan Layman,2.0066,90.72,Forward,30.0,7.0,14.3,1.1,2.6,0.416,0.7,1.2,0.556,0.4,1.4,0.416,0.2,0.3,0.5,0.3,0.3,0.2,2.7,0.7,1.8,2.5,0.6,Bryant,1.0,2018,2018,False
Terrence Phillips,1.8034,77.112,Guard,27.666666666666668,18.0,23.3,2.4,6.3,0.378,1.3,3.1,0.412,1.1,3.1,0.378,1.8,2.3,0.768,3.4,1.1,0.1,7.6,0.4,2.9,3.3,2.1,Missouri,3.0,2016,2018,False
Trevor Stumpe,1.9558,97.524,Guard,18.2,11.8,20.5,2.4,5.4,0.447,1.2,2.3,0.522,1.2,3.1,0.447,0.9,1.1,0.8540000000000001,1.5,0.7,0.1,6.9,0.9,2.1,2.9,0.8,Wofford,5.0,2016,2020,False
Trey McKinney-Jones,1.9558,99.792,Guard,26.0,16.8,25.6,2.6,5.9,0.444,1.7,3.3,0.509,1.0,2.6,0.444,1.4,2.0,0.74,1.6,0.6,0.1,7.7,0.5,2.9,3.4,1.3,Overall,5.0,2009,2013,False
Javen Udofia,1.8796,77.112,Guard,6.0,0.0,5.2,0.5,2.0,0.25,0.0,0.8,0.0,0.5,1.2,0.25,0.5,1.3,0.375,0.2,0.0,0.0,2.0,0.0,0.7,0.7,0.5,Central Connecticut,1.0,2020,2020,False
Malik Dunbar,1.9812,104.328,Guard,36.5,8.0,16.2,2.2,5.2,0.4270000000000001,1.3,2.4,0.525,0.9,2.8,0.4270000000000001,0.7,1.2,0.6,0.4,0.6,0.3,6.1,0.6,2.2,2.8,0.8,Auburn,2.0,2018,2019,False
Reggie Patterson,1.9304,76.2048,Guard,8.0,0.0,1.8,0.3,0.6,0.4,0.3,0.5,0.5,0.0,0.1,0.4,0.3,0.4,0.667,0.0,0.0,0.0,0.8,0.0,0.1,0.1,0.1,Mississippi State,1.0,2016,2016,False
Richie Lewis,1.8288,77.112,Guard,26.0,18.0,25.8,1.7,4.6,0.37,1.5,3.8,0.404,0.2,0.8,0.37,1.5,2.2,0.684,2.6,1.7,0.2,5.0,0.5,1.7,2.2,2.9,Nicholls State,1.0,2015,2015,False
Shep Garner,1.8796,88.9056,Guard,34.5,33.0,32.2,3.9,9.8,0.392,1.4,3.4,0.418,2.4,6.4,0.392,1.7,2.1,0.787,2.3,1.1,0.1,11.8,0.3,2.3,2.7,1.6,Penn State,4.0,2015,2018,False
Marcellis Perkins,1.9304,83.916,Forward,18.0,0.0,2.6,0.2,0.8,0.28600000000000003,0.2,0.6,0.4,0.0,0.2,0.28600000000000003,0.1,0.4,0.25,0.0,0.1,0.0,0.6,0.3,0.3,0.6,0.1,Holy Cross,1.0,2016,2016,False
Wesley Harris,2.0574,90.72,Forward,29.333333333333332,27.666666666666668,25.2,2.7,6.3,0.426,1.6,3.3,0.5,1.0,3.0,0.426,1.7,2.2,0.741,0.8,0.6,0.5,8.0,1.4,3.3,4.7,1.6,Overall,3.0,2018,2020,False
John Papale,1.905,86.184,Guard,32.25,27.75,33.4,3.5,8.2,0.422,1.2,2.7,0.462,2.2,5.5,0.422,0.8,1.1,0.7829999999999999,1.9,0.7,0.2,10.0,0.4,2.0,2.4,0.8,Boston University,4.0,2013,2016,False
Jamar Madge,1.905,81.648,Guard,13.5,0.0,6.8,0.4,1.6,0.28600000000000003,0.1,0.7,0.211,0.3,0.9,0.28600000000000003,0.2,0.3,0.667,0.2,0.0,0.0,1.4,0.2,0.3,0.5,0.1,Milwaukee,2.0,2019,2020,False
Malik Gray,1.9812,92.988,Guard,20.0,0.0,8.6,0.9,2.4,0.383,0.2,0.6,0.333,0.7,1.8,0.383,0.3,0.8,0.375,0.2,0.3,0.2,2.8,0.2,1.0,1.2,0.6,Norfolk State,1.0,2015,2015,False
Alex Foster,2.032,102.06,Forward,19.8,0.8,9.2,1.1,2.0,0.536,1.1,1.9,0.539,0.0,0.0,0.536,0.5,1.0,0.485,0.1,0.1,0.5,2.6,0.8,1.5,2.3,0.7,Overall,5.0,2014,2018,False
Benzor Simmons,1.9558,97.524,Guard,30.25,12.0,19.9,3.0,6.7,0.451,2.6,5.1,0.504,0.5,1.6,0.451,2.8,3.4,0.818,0.4,0.6,0.2,9.3,1.3,2.7,3.9,1.4,UT-Martin,4.0,2008,2011,False
Donya Jackson,1.905,95.7096,Guard,16.5,1.0,10.5,1.2,2.8,0.435,1.0,2.0,0.485,0.2,0.8,0.435,0.3,0.5,0.529,0.3,0.2,0.1,2.9,0.5,0.9,1.4,0.8,Navy,2.0,2012,2013,False
Mohamed Conde,2.0066,90.72,Forward,25.5,15.5,23.9,2.0,4.3,0.459,2.0,4.3,0.461,0.0,0.0,0.459,1.1,1.9,0.594,0.5,0.9,0.3,5.0,1.9,2.7,4.5,1.0,Western Illinois,2.0,2014,2015,False
Mohamed Bendary,2.0574,106.596,Forward,32.0,3.25,11.6,1.4,2.2,0.6509999999999999,1.4,2.2,0.653,0.0,0.0,0.6509999999999999,0.4,0.6,0.61,0.7,0.2,0.4,3.2,1.0,1.6,2.7,0.7,NJIT,4.0,2016,2019,False
Channel Banks,1.9304,85.2768,Guard,31.5,21.0,26.2,2.9,7.0,0.411,1.0,2.2,0.471,1.9,4.8,0.411,1.0,1.5,0.653,1.1,1.0,0.2,8.6,0.4,2.4,2.8,1.0,Akron,2.0,2019,2020,False
Ousmane Cisse,2.032,113.4,Center,30.0,26.25,23.6,2.6,4.8,0.535,2.6,4.8,0.535,0.0,0.0,0.535,1.1,2.0,0.556,1.0,0.6,0.5,6.3,2.4,4.2,6.6,1.6,Eastern Illinois,4.0,2007,2010,False
Jason McMillan,1.8034,72.57600000000002,Guard,13.25,0.5,4.2,0.3,1.1,0.263,0.0,0.1,0.2,0.3,1.0,0.263,0.0,0.1,0.0,0.2,0.1,0.0,0.8,0.1,0.2,0.3,0.2,Western Carolina,4.0,2017,2020,False
Matt Donlan,1.9812,83.916,Guard,18.25,14.5,27.6,3.4,8.2,0.42,1.4,3.3,0.418,2.0,4.8,0.42,1.2,1.4,0.853,1.3,0.4,0.2,10.1,0.4,3.4,3.9,1.2,Overall,4.0,2014,2017,False
Markese McGuire,1.905,90.72,Guard,29.333333333333332,5.333333333333333,13.0,1.0,3.2,0.31,0.6,2.0,0.294,0.4,1.2,0.31,0.8,1.3,0.645,0.5,0.3,0.1,3.2,0.3,1.1,1.5,0.7,UIC,3.0,2014,2016,False
Joshua Spiers,2.0066,92.988,Forward,21.5,6.5,11.2,1.1,2.8,0.405,0.3,0.6,0.462,0.9,2.2,0.405,0.3,0.4,0.789,0.5,0.3,0.1,3.5,0.3,0.9,1.2,0.5,Loyola Marymount,2.0,2015,2016,False
Gabe Blair,2.032,106.596,Forward,25.4,14.4,22.6,2.6,5.5,0.469,2.6,5.4,0.479,0.0,0.1,0.469,1.2,1.9,0.672,0.8,1.0,0.7,6.4,1.9,4.3,6.2,1.2,Overall,5.0,2007,2011,False
Brendan Bald,1.9558,90.72,Guard,34.0,23.0,20.4,2.6,7.1,0.364,1.8,4.5,0.392,0.8,2.6,0.364,1.1,1.7,0.659,0.7,0.5,0.1,7.1,0.5,1.2,1.8,1.2,Vermont,3.0,2010,2012,False
Mat Piotrowski,2.1844,120.204,Center,10.5,1.5,6.7,0.4,1.4,0.298,0.3,0.8,0.382,0.1,0.5,0.298,0.1,0.1,0.8,0.2,0.1,0.7,1.0,0.2,1.1,1.3,0.3,Overall,4.0,2012,2015,False
Dana Tate,2.0066,104.328,Forward,20.5,0.0,16.6,1.6,4.1,0.394,1.2,2.6,0.472,0.4,1.6,0.394,0.3,0.5,0.524,0.8,0.4,0.2,4.0,0.6,2.2,2.8,0.7,Rhode Island,2.0,2019,2020,False
Jeremiah Ostrowski,1.7526,79.38,Guard,22.5,14.5,27.7,1.6,4.1,0.383,1.2,2.4,0.473,0.4,1.6,0.383,1.2,2.0,0.602,5.6,1.2,0.0,4.7,0.4,1.9,2.3,2.4,Hawaii,2.0,2011,2012,False
Kevin Franceschi,1.9304,86.184,Guard,25.0,0.0,8.4,0.8,2.2,0.35700000000000004,0.6,1.6,0.39,0.2,0.6,0.35700000000000004,0.8,1.0,0.8,0.4,0.1,0.0,2.6,0.4,0.3,0.6,1.0,UMKC,1.0,2015,2015,False
Latin Davis,1.8034,74.844,Guard,31.5,2.0,12.6,1.1,2.9,0.378,0.8,2.0,0.397,0.3,0.9,0.378,0.6,0.9,0.7040000000000001,1.1,0.5,0.0,3.0,0.4,1.4,1.9,0.8,Youngstown State,2.0,2016,2017,False
Jim Mower,1.905,85.7304,Guard,30.0,20.25,25.8,3.6,8.3,0.435,1.6,3.4,0.486,2.0,4.9,0.435,1.8,2.1,0.855,1.4,0.4,0.2,10.9,0.3,1.9,2.2,1.1,Lafayette,4.0,2009,2012,False
Jamarcus Little,2.032,121.5648,Forward,23.0,1.0,3.9,0.3,0.8,0.333,0.3,0.8,0.333,0.0,0.0,0.333,0.1,0.2,0.333,0.1,0.0,0.1,0.6,0.3,0.5,0.8,0.3,McNeese State,2.0,2009,2010,False
Dan Mavraides,1.9304,95.256,Guard,24.25,20.25,28.6,3.4,8.6,0.398,1.7,4.1,0.414,1.7,4.4,0.398,2.4,3.0,0.795,1.5,1.1,0.1,10.9,0.7,3.1,3.8,1.8,Princeton,4.0,2008,2011,False
Joe Willman,2.0066,98.4312,Forward,33.5,28.25,24.1,3.8,7.6,0.498,3.8,7.5,0.501,0.0,0.1,0.498,1.1,1.4,0.8140000000000001,1.1,0.6,0.5,8.7,1.7,3.1,4.8,1.1,Bucknell,4.0,2010,2013,False
Mustafa Abdul-Hamid,1.8796,88.45200000000001,Guard,12.25,0.25,6.1,0.6,1.3,0.46,0.3,0.5,0.654,0.2,0.8,0.46,0.1,0.2,0.444,0.6,0.1,0.0,1.5,0.1,0.3,0.4,0.4,UCLA,4.0,2007,2010,False
Steve Martin,1.778,72.57600000000002,Guard,27.333333333333332,4.0,9.8,0.2,0.9,0.247,0.1,0.6,0.229,0.1,0.3,0.247,0.1,0.2,0.5,1.1,0.3,0.1,0.6,0.0,0.6,0.6,1.1,Chicago State,3.0,2008,2011,False
Dominique Morrison,1.9812,95.256,Forward,32.25,31.75,33.3,5.3,11.4,0.465,4.1,8.2,0.498,1.3,3.3,0.465,4.2,5.2,0.813,1.9,0.7,0.4,16.1,1.1,3.3,4.4,1.6,Oral Roberts,4.0,2009,2012,False
Christian Robertson,1.9304,88.45200000000001,Forward,26.5,5.5,11.2,0.9,2.2,0.421,0.9,2.0,0.453,0.0,0.2,0.421,0.4,0.8,0.575,0.4,0.2,0.0,2.2,0.6,0.8,1.3,0.6,Arkansas-Pine Bluff,2.0,2018,2019,False
Dartaye Ruffin,2.032,113.4,Forward,31.25,14.0,26.0,2.6,5.1,0.509,2.6,5.1,0.509,0.0,0.0,0.509,1.3,2.2,0.613,0.5,0.7,0.6,6.5,2.3,4.3,6.6,1.2,Drexel,4.0,2011,2014,False
Chris Palombizio,1.9812,96.1632,Guard,31.0,1.5,10.1,0.8,2.5,0.316,0.4,1.1,0.377,0.4,1.4,0.316,0.6,0.9,0.625,0.3,0.2,0.1,2.5,0.5,1.2,1.6,0.2,Oakland,2.0,2017,2018,False
Nelson Nweke,2.0574,106.596,Center,15.666666666666666,3.6666666666666665,9.4,0.9,1.9,0.46,0.9,1.9,0.46,0.0,0.0,0.46,0.4,0.6,0.621,0.2,0.1,0.2,2.1,0.8,1.2,2.0,0.5,Overall,3.0,2017,2019,False
Nick King,2.0066,99.792,Forward,20.4,8.4,20.4,3.9,8.3,0.473,3.4,6.7,0.503,0.5,1.6,0.473,2.2,3.4,0.6579999999999999,1.1,0.6,0.3,10.6,1.8,3.6,5.3,1.5,Overall,5.0,2014,2018,False
Delshon Strickland,1.9304,83.916,Guard,26.0,13.0,23.3,3.0,7.2,0.412,2.1,4.0,0.524,0.9,3.2,0.412,1.0,1.4,0.703,0.7,0.5,0.2,7.8,0.4,2.2,2.6,1.4,Chicago State,1.0,2019,2019,False
Jackson Stevenett,1.9304,83.916,Forward,26.0,20.0,28.5,4.5,9.2,0.485,4.1,8.1,0.506,0.3,1.0,0.485,3.0,3.8,0.79,1.4,0.5,0.6,12.2,1.7,3.1,4.8,1.6,Southern Utah,4.0,2010,2013,False
Tre'Shaun Fletcher,2.0066,95.256,Guard,24.2,12.8,21.2,3.0,6.8,0.442,2.1,4.2,0.499,0.9,2.6,0.442,2.0,2.7,0.736,1.8,0.5,0.2,8.9,1.0,2.8,3.8,1.4,Overall,5.0,2014,2018,False
Alex Stepheson,2.0574,106.596,Forward,27.4,12.0,19.1,2.4,4.7,0.52,2.4,4.7,0.52,0.0,0.0,0.52,1.0,2.1,0.4970000000000001,0.2,0.2,0.9,5.9,2.2,3.4,5.6,1.1,Overall,5.0,2007,2011,False
Manny Adako,2.032,115.2144,Forward,31.5,29.25,27.1,4.1,7.6,0.541,4.1,7.6,0.542,0.0,0.1,0.541,1.3,1.8,0.7440000000000001,0.8,0.5,0.5,9.6,1.3,2.9,4.3,1.5,Northeastern,4.0,2007,2010,False
Vlad Moldoveanu,2.0574,97.524,Forward,22.5,13.5,23.8,3.9,9.0,0.436,2.7,5.5,0.487,1.3,3.6,0.436,3.1,3.7,0.816,1.3,0.3,0.4,12.2,1.2,3.4,4.6,1.4,Overall,4.0,2008,2011,False
Jesse Morgan,1.9558,86.184,Guard,18.0,13.6,25.6,3.6,9.8,0.3670000000000001,1.7,4.4,0.387,1.9,5.4,0.3670000000000001,1.3,1.7,0.753,1.7,1.3,0.2,10.3,0.9,1.9,2.9,1.4,Overall,5.0,2011,2015,False
Lucky Jones,1.9812,95.256,Guard,34.0,23.5,27.7,3.6,9.0,0.405,2.2,4.9,0.451,1.4,4.1,0.405,3.3,4.1,0.797,1.4,1.3,0.3,12.0,1.8,4.4,6.2,1.9,Robert Morris,4.0,2012,2015,False
Zieyik Estime,1.9812,83.916,Guard,14.5,1.0,5.1,0.7,2.0,0.322,0.1,0.3,0.333,0.6,1.7,0.322,0.1,0.1,1.0,0.0,0.0,0.0,1.9,0.2,0.2,0.4,0.2,Norfolk State,2.0,2013,2014,False
Anfernee McLemore,2.0066,99.792,Forward,32.5,15.0,18.5,2.4,4.9,0.502,1.8,2.9,0.619,0.6,1.9,0.502,1.0,1.6,0.6509999999999999,0.3,0.6,1.4,6.6,1.4,3.1,4.5,0.9,Auburn,4.0,2017,2020,False
Elijah Cunningham-Muhammad,1.8288,77.112,Guard,32.0,30.0,32.1,3.9,9.3,0.421,2.5,5.9,0.426,1.4,3.3,0.421,2.8,3.3,0.838,4.5,1.4,0.0,11.9,0.7,3.3,4.0,3.1,Tennessee Tech,1.0,2010,2010,False
Jesse Perry,2.0066,98.4312,Forward,36.5,30.0,24.7,3.2,6.8,0.48,3.0,5.9,0.51,0.2,0.9,0.48,2.5,3.6,0.6990000000000001,1.0,0.3,0.5,9.3,2.0,3.9,5.9,1.3,Arizona,2.0,2011,2012,False
Ben Perez,1.9304,81.648,Guard,27.333333333333332,10.666666666666666,18.2,1.5,3.9,0.382,0.5,1.0,0.544,1.0,2.9,0.382,0.6,0.8,0.721,0.7,0.7,0.1,4.5,0.5,1.5,2.0,0.6,Overall,3.0,2016,2020,False
Brandon Sperling,1.905,81.648,Guard,33.5,12.0,17.9,0.9,2.6,0.335,0.7,1.8,0.412,0.1,0.8,0.335,1.0,1.5,0.657,1.5,0.6,0.2,2.9,0.3,1.9,2.2,1.3,Fresno State,2.0,2009,2010,False
Ryne Smith,1.905,85.7304,Guard,29.5,14.25,19.4,1.7,4.1,0.42,0.3,0.6,0.493,1.4,3.5,0.42,0.5,0.6,0.846,1.0,0.6,0.1,5.3,0.2,1.5,1.7,0.4,Purdue,4.0,2009,2012,False
Davaris McGowens,2.0066,104.328,Forward,31.0,23.0,24.1,3.9,7.2,0.537,3.9,7.2,0.5379999999999999,0.0,0.0,0.537,2.3,3.5,0.66,1.1,0.7,0.5,10.1,2.0,4.1,6.1,1.5,North Carolina A&T,2.0,2017,2018,False
Jan Petrovcic,2.032,102.06,Forward,21.5,7.5,14.1,0.7,2.0,0.35700000000000004,0.7,1.8,0.382,0.0,0.2,0.35700000000000004,0.3,0.8,0.371,0.5,0.6,0.3,1.7,1.7,2.1,3.8,1.0,Southeastern Louisiana,2.0,2012,2013,False
Orren Tims,1.9558,95.256,Forward,20.0,4.0,15.7,2.1,5.1,0.418,2.0,4.4,0.462,0.1,0.7,0.418,1.1,1.6,0.6629999999999999,0.4,0.4,0.1,5.4,1.2,1.9,3.1,1.5,Overall,3.0,2008,2010,False
Mike DiNunno,1.8034,88.9056,Guard,25.2,22.8,29.4,3.6,9.6,0.377,1.8,4.3,0.43,1.8,5.3,0.377,1.9,2.4,0.779,3.2,1.5,0.0,10.9,0.4,1.5,1.9,2.4,Overall,5.0,2009,2013,False
Malik Hines,2.0828,115.668,Center,25.25,12.25,18.8,2.6,4.2,0.609,2.5,4.2,0.612,0.0,0.0,0.609,1.1,1.7,0.625,0.7,0.4,0.7,6.2,1.6,2.6,4.3,1.3,Overall,4.0,2016,2019,False
Matt Mullery,2.032,106.596,Forward,27.75,19.25,24.7,3.8,6.9,0.552,3.6,6.1,0.581,0.2,0.7,0.552,2.4,3.6,0.6679999999999999,1.8,0.6,1.5,10.2,1.2,3.4,4.6,1.9,Brown,4.0,2007,2010,False
Reggie Chamberlain,1.8288,77.112,Guard,23.5,15.25,25.2,3.5,7.9,0.442,1.6,3.4,0.464,1.9,4.5,0.442,1.7,2.0,0.851,2.0,0.8,0.1,10.6,0.4,1.5,1.9,1.4,Overall,4.0,2009,2012,False
Jashire Hardnett,1.8034,87.5448,Guard,27.333333333333332,21.333333333333332,26.0,2.7,6.5,0.412,2.0,4.3,0.476,0.6,2.2,0.412,1.7,2.0,0.815,2.1,0.9,0.0,7.7,0.3,2.0,2.4,1.6,Overall,3.0,2018,2020,False
Brian Neller,1.9304,88.45200000000001,Guard,30.0,16.0,22.6,2.8,8.0,0.345,0.6,1.3,0.452,2.2,6.7,0.345,0.3,0.5,0.672,0.7,0.7,0.0,8.1,0.2,1.3,1.5,0.8,UMBC,4.0,2010,2013,False
LaVell Boyd,1.8288,79.38,Guard,33.0,32.5,31.8,5.1,12.2,0.419,2.6,6.0,0.428,2.5,6.2,0.419,3.3,4.0,0.825,3.1,0.9,0.1,16.1,0.5,3.3,3.7,2.0,UMKC,2.0,2016,2017,False
AJ West,2.0574,104.328,Center,20.333333333333332,18.0,26.7,3.4,7.0,0.494,3.4,7.0,0.495,0.0,0.0,0.494,3.0,4.7,0.626,0.4,0.4,2.4,9.9,4.9,4.2,9.0,1.9,Nevada,3.0,2014,2016,False
Christian Webster,1.9558,92.988,Guard,29.25,19.75,26.7,2.7,6.8,0.394,1.2,2.7,0.434,1.5,4.1,0.394,1.8,2.2,0.835,1.4,0.8,0.2,8.7,0.7,2.0,2.7,1.7,Harvard,4.0,2010,2013,False
Coleman Edwards,1.8542,77.112,Guard,20.5,0.5,10.2,0.7,2.2,0.3,0.2,0.8,0.294,0.4,1.4,0.3,0.2,0.4,0.625,0.7,0.3,0.0,2.0,0.0,0.8,0.9,0.6,New Orleans,2.0,2016,2017,False
Jordan Capps,1.9812,88.45200000000001,Forward,20.0,9.2,19.3,3.9,7.2,0.539,3.6,6.4,0.561,0.3,0.8,0.539,1.8,3.5,0.501,0.6,0.3,0.7,9.8,1.6,3.2,4.8,1.5,Overall,5.0,2014,2018,False
Jared Bryant,2.0066,115.668,Forward,14.2,0.8,9.7,0.9,1.7,0.55,0.9,1.7,0.55,0.0,0.0,0.55,0.7,1.2,0.586,0.2,0.2,0.1,2.6,0.9,1.5,2.3,0.6,Overall,5.0,2012,2016,False
Ryan Majerle,1.9304,81.648,Guard,26.0,1.0,20.1,1.8,4.5,0.407,0.6,1.1,0.5,1.3,3.4,0.407,0.9,1.1,0.807,0.6,0.3,0.2,5.8,0.7,1.4,2.1,0.5,Overall,3.0,2012,2016,False
Jordan Oakley,1.9558,95.256,Guard,22.0,5.0,11.0,1.6,3.2,0.493,1.5,3.0,0.523,0.0,0.3,0.493,0.6,1.5,0.412,0.2,0.5,0.3,3.9,1.5,1.3,2.9,0.5,Eastern Kentucky,1.0,2019,2019,False
Charlie Reddick,1.9558,90.72,Guard,26.0,15.0,21.2,2.4,5.9,0.411,1.3,2.7,0.484,1.1,3.2,0.411,1.3,1.7,0.7240000000000001,1.3,0.9,0.4,7.2,1.0,3.2,4.2,1.4,Furman,4.0,2011,2014,False
Garrison Mathews,1.9558,92.5344,Guard,33.5,28.0,28.2,5.6,12.6,0.446,2.9,5.4,0.541,2.7,7.2,0.446,4.5,5.8,0.789,1.9,0.9,0.2,18.5,1.0,3.9,5.0,2.1,Lipscomb,4.0,2016,2019,False
Seve Stavroff,1.8034,74.844,Guard,12.0,0.0,2.4,0.0,0.6,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.1,0.2,0.5,0.0,0.1,0.0,0.1,0.1,0.3,0.3,0.1,Furman,1.0,2018,2018,False
Michael Bryson,1.9304,91.1736,Guard,31.0,29.5,30.3,4.5,10.0,0.451,2.6,4.8,0.541,1.9,5.3,0.451,2.1,2.5,0.813,1.8,0.8,0.6,13.1,1.1,3.7,4.8,2.0,UCSB,4.0,2013,2016,False
Dan Geriot,2.0574,115.668,Center,33.25,26.25,25.5,4.0,8.7,0.459,3.3,6.7,0.484,0.7,2.0,0.459,1.7,2.6,0.6759999999999999,2.0,0.5,0.2,10.4,1.0,3.2,4.1,1.9,Richmond,4.0,2007,2011,False
D'Andre Bullard,1.9304,83.916,Guard,28.333333333333332,13.666666666666666,18.1,1.4,4.3,0.32299999999999995,1.0,3.2,0.328,0.3,1.1,0.32299999999999995,0.5,0.8,0.652,1.6,0.8,0.1,3.6,0.5,1.9,2.4,1.5,Florida A&M,3.0,2012,2014,False
Kelly Olynyk,2.1336,107.9568,Forward,33.666666666666664,10.333333333333334,17.2,3.3,5.6,0.594,3.1,4.9,0.634,0.2,0.7,0.594,2.0,2.8,0.7090000000000001,1.1,0.5,0.5,8.9,1.5,3.1,4.6,1.4,Gonzaga,3.0,2010,2013,True
Donyell Marshall Jr.,1.9812,79.38,Forward,9.5,0.25,2.8,0.2,0.5,0.316,0.2,0.4,0.353,0.0,0.1,0.316,0.2,0.4,0.643,0.1,0.1,0.2,0.6,0.2,0.4,0.6,0.2,Central Connecticut,4.0,2017,2020,False
Caleb Woods,1.905,81.648,Guard,7.0,0.0,4.6,0.8,1.9,0.423,0.5,1.1,0.438,0.3,0.7,0.423,0.4,0.7,0.6,0.3,0.2,0.0,2.3,0.2,0.3,0.5,0.1,Southeast Missouri State,2.0,2014,2015,False
George Brock,1.8034,72.57600000000002,Guard,15.0,0.0,6.9,0.7,3.1,0.239,0.3,1.5,0.227,0.4,1.6,0.239,0.2,0.5,0.429,0.7,0.1,0.0,2.1,0.1,0.2,0.3,0.4,Southeastern Louisiana,1.0,2017,2017,False
Anthony Criswell,2.0574,108.864,Forward,20.0,3.0,15.9,1.6,3.5,0.456,1.5,3.1,0.478,0.1,0.4,0.456,0.9,1.2,0.701,0.5,0.3,0.1,4.2,1.4,2.6,4.0,0.8,Overall,4.0,2011,2014,False
Eric Stafford,1.9558,72.57600000000002,Guard,25.25,12.75,17.8,1.2,3.2,0.38,0.8,1.9,0.417,0.4,1.3,0.38,0.9,1.2,0.746,1.8,0.5,0.2,3.8,0.4,1.7,2.0,1.3,Lafayette,4.0,2015,2018,False
Zeke Upshaw,1.9812,97.524,Guard,23.75,8.25,16.7,2.4,6.2,0.391,1.3,2.7,0.467,1.1,3.4,0.391,2.0,2.6,0.748,0.8,0.4,0.1,7.9,0.5,1.4,1.9,1.2,Overall,4.0,2011,2014,False
T.J. Schlundt,1.9558,82.5552,Guard,13.666666666666666,0.0,5.3,0.2,1.0,0.214,0.1,0.3,0.273,0.1,0.8,0.214,0.0,0.0,1.0,0.2,0.1,0.1,0.6,0.2,0.2,0.4,0.1,Wisconsin,3.0,2016,2018,False
Josh Parker,1.8288,84.3696,Guard,26.6,2.8,17.6,2.3,5.9,0.385,1.0,2.3,0.435,1.2,3.5,0.385,1.4,1.9,0.75,1.7,0.6,0.1,7.2,0.4,1.3,1.8,1.5,Overall,5.0,2008,2012,False
Jason Richardson,1.8796,92.988,Guard,11.25,5.0,18.0,2.2,5.4,0.405,1.9,4.4,0.426,0.3,1.0,0.405,1.3,2.0,0.6409999999999999,2.2,0.7,0.0,6.0,0.4,1.1,1.5,1.6,Overall,4.0,2016,2019,False
Dominic Brewton,1.905,83.916,Guard,28.0,1.0,21.6,2.7,5.7,0.469,2.1,3.8,0.547,0.6,1.9,0.469,1.3,2.1,0.621,1.9,1.0,0.1,7.3,1.0,2.5,3.5,1.9,Alcorn State,1.0,2020,2020,False
Mitch McLaughlin,1.8288,82.1016,Guard,8.0,0.0,1.3,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.25,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.3,Drake,2.0,2013,2014,False
