name,height,weight,position,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers,school,seasons,start_season,end_season,drafted
Matt Kiefer,2.0828,105.6888,Forward,28.0,17.5,22.3,2.8,6.2,0.458,2.5,5.1,0.487,0.3,1.1,0.458,1.6,2.6,0.631,1.2,0.6,0.7,7.6,1.9,2.8,4.7,1.6,Purdue,4.0,2003,2006,False
Djibril Diop,2.0828,104.328,Center,15.0,0.0,3.5,0.2,0.5,0.375,0.2,0.5,0.4,0.0,0.0,0.375,0.1,0.2,0.6,0.0,0.1,0.1,0.5,0.3,0.5,0.9,0.4,Sacramento State,2.0,2003,2004,False
Justin Flatt,1.9304,86.184,Guard,26.666666666666668,5.333333333333333,13.3,1.0,3.1,0.336,0.2,0.7,0.305,0.8,2.4,0.336,0.4,0.7,0.593,0.9,0.4,0.0,3.3,0.1,0.5,0.6,0.9,UT-Martin,3.0,2005,2007,False
Nenad Banjanin,2.0066,97.524,Forward,23.5,5.0,10.7,0.9,1.6,0.547,0.9,1.5,0.556,0.0,0.1,0.547,0.4,0.8,0.487,0.3,0.2,0.0,2.2,0.7,0.8,1.5,0.8,Eastern Michigan,2.0,2007,2008,False
Javon Randolph,1.778,72.57600000000002,Guard,27.5,24.5,32.2,5.3,12.3,0.433,3.5,7.3,0.471,1.9,5.0,0.433,3.4,4.3,0.7959999999999999,1.4,1.1,0.1,15.9,1.0,1.9,2.9,3.0,Savannah State,2.0,2006,2007,False
Antoine Tisby,2.032,107.5032,Center,22.666666666666668,8.0,17.7,2.5,5.3,0.468,2.4,5.2,0.466,0.0,0.0,0.468,1.1,2.1,0.51,0.3,0.4,0.6,6.0,1.6,2.3,3.8,1.0,Overall,3.0,2002,2006,False
Danny Wicke,1.9558,88.45200000000001,Guard,6.0,0.0,2.4,0.4,1.1,0.385,0.3,0.8,0.444,0.1,0.3,0.385,0.1,0.2,0.5,0.0,0.0,0.0,1.0,0.1,0.3,0.4,0.2,Auburn,2.0,2003,2004,False
Russell Carter,1.9304,99.792,Guard,24.25,15.0,21.3,3.4,7.7,0.442,2.0,4.2,0.471,1.4,3.5,0.442,1.9,2.8,0.6890000000000001,1.2,1.1,0.2,10.1,1.2,2.4,3.6,1.6,Notre Dame,4.0,2004,2007,False
Mark Fresby,2.0828,99.792,Center,13.0,0.0,10.5,0.8,2.3,0.3670000000000001,0.8,2.2,0.379,0.0,0.1,0.3670000000000001,0.3,0.5,0.5710000000000001,0.2,0.1,0.1,2.0,0.5,1.7,2.2,0.2,San Jose State,1.0,2005,2005,False
Ricky Bower,1.9304,83.916,Guard,26.5,3.0,16.2,1.4,3.1,0.444,0.4,0.9,0.457,1.0,2.2,0.444,1.2,1.4,0.861,0.9,0.4,0.1,4.8,0.3,1.0,1.3,0.8,Overall,2.0,2001,2003,False
Carl Richburg,1.7526,83.0088,Guard,22.0,4.333333333333333,13.3,0.9,2.8,0.337,0.5,1.1,0.486,0.4,1.7,0.337,0.7,0.9,0.705,1.7,0.5,0.0,2.9,0.1,1.0,1.2,1.5,Miami (OH),3.0,2007,2009,False
Marlon Mahorn,2.0066,99.792,Forward,7.0,0.0,12.4,2.0,5.3,0.378,1.0,2.1,0.467,1.0,3.1,0.378,0.3,0.6,0.5,1.1,1.0,0.0,5.3,0.6,1.6,2.1,3.1,Western Illinois,1.0,2006,2006,False
Caleb Skogen,1.8796,72.57600000000002,Guard,14.0,0.0,10.1,0.8,2.4,0.333,0.4,1.0,0.429,0.4,1.4,0.333,0.6,0.9,0.667,1.3,0.3,0.0,2.5,0.3,0.6,0.9,1.4,Mercer,1.0,2006,2006,False
Phil Wallace,1.9558,102.06,Center,15.0,10.5,19.2,2.6,5.5,0.47,2.6,5.5,0.473,0.0,0.0,0.47,1.7,2.8,0.595,1.1,0.6,0.1,6.9,2.0,2.7,4.7,1.2,Coastal Carolina,2.0,2007,2008,False
Todd Kappelmann,2.0574,104.328,Forward,18.0,0.0,2.0,0.2,0.6,0.4,0.2,0.5,0.444,0.0,0.1,0.4,0.1,0.1,0.4,0.1,0.0,0.0,0.5,0.4,0.1,0.5,0.1,Kansas,2.0,2001,2002,False
Emory Walton,1.8796,106.596,Guard,14.0,8.0,13.0,2.0,5.5,0.365,1.9,4.9,0.381,0.2,0.7,0.365,1.3,1.8,0.747,2.6,0.7,0.1,5.5,0.7,1.7,2.4,2.0,Overall,4.0,2001,2004,False
Johnathan Ball,1.9304,92.988,Forward,25.5,21.0,22.6,2.4,5.0,0.476,2.4,4.9,0.485,0.0,0.1,0.476,1.3,2.2,0.618,1.5,0.9,0.5,6.1,1.5,2.7,4.2,1.5,Dartmouth,4.0,2005,2008,False
Lamont Hamilton,2.0828,108.864,Forward,25.75,22.0,28.3,4.2,8.9,0.473,3.9,8.1,0.483,0.3,0.9,0.473,3.1,4.7,0.6579999999999999,1.0,0.8,1.1,11.8,2.3,4.3,6.6,2.1,St. John's (NY),4.0,2004,2007,False
Kinzey Reeves,2.1082,102.06,Center,24.25,7.75,9.3,0.6,1.6,0.396,0.4,1.0,0.417,0.2,0.6,0.396,0.1,0.3,0.56,0.3,0.1,0.4,1.6,0.5,0.8,1.4,0.5,St. Peter's,4.0,2004,2007,False
Andre Oupoh,1.905,102.06,Guard,23.0,9.0,15.0,1.5,4.6,0.333,0.8,2.3,0.34,0.7,2.3,0.333,1.0,1.3,0.71,0.5,0.3,0.0,4.7,0.6,1.3,1.9,1.7,Texas State,1.0,2005,2005,False
Gerard Jackson,1.9558,108.864,Forward,11.0,4.0,21.7,2.4,6.1,0.388,2.2,5.4,0.407,0.2,0.7,0.388,2.8,3.7,0.7559999999999999,0.7,0.2,0.1,7.7,2.1,2.5,4.5,1.8,Louisiana-Monroe,1.0,2007,2007,False
Elvis Robinson,1.9304,92.988,Guard,21.0,2.0,9.8,1.0,1.9,0.513,1.0,1.9,0.519,0.0,0.0,0.513,0.6,1.2,0.49,0.1,0.4,0.0,2.5,1.2,0.9,2.1,0.5,Mississippi Valley State,4.0,2001,2004,False
Derrick Edmonds,1.8542,79.38,Guard,29.0,4.0,19.3,2.9,6.4,0.457,1.1,1.9,0.5710000000000001,1.8,4.5,0.457,1.1,1.4,0.8,1.0,0.4,0.1,8.8,0.5,1.5,2.0,0.8,Montana State,1.0,2006,2006,False
Pierce Brooks,2.0066,99.792,Guard,21.0,0.0,6.6,0.1,0.9,0.158,0.0,0.1,0.333,0.1,0.8,0.158,0.1,0.2,0.75,0.1,0.1,0.0,0.5,0.2,0.5,0.7,0.1,San Francisco,1.0,2008,2008,False
Cory O'Brien,1.9304,104.328,Guard,21.5,1.0,8.9,0.6,1.5,0.381,0.5,1.0,0.477,0.1,0.4,0.381,0.6,0.8,0.727,0.6,0.0,0.0,1.7,0.3,0.7,0.9,0.6,Idaho State,2.0,2007,2008,False
Ron Lewis,1.9304,90.72,Guard,26.2,20.0,29.7,3.8,9.0,0.418,2.5,5.2,0.484,1.3,3.9,0.418,4.4,5.5,0.797,2.0,0.9,0.3,13.2,0.9,3.2,4.1,2.4,Overall,5.0,2003,2007,False
Ryan Bogan,1.8796,92.988,Guard,31.0,26.5,31.2,4.5,11.7,0.382,2.3,5.8,0.398,2.2,5.9,0.382,1.8,2.3,0.787,2.6,1.6,0.0,12.9,1.6,3.1,4.6,2.4,Longwood,2.0,2008,2009,False
Rickey Paulding,1.9558,98.8848,Guard,32.75,23.5,28.2,4.4,10.0,0.444,3.0,6.0,0.494,1.5,4.0,0.444,2.5,3.2,0.763,1.8,0.8,0.4,12.8,1.7,2.4,4.0,2.1,Missouri,4.0,2001,2004,True
Issa Konare,2.032,104.328,Forward,19.0,7.4,14.4,1.8,3.5,0.523,1.6,2.8,0.5579999999999999,0.3,0.7,0.523,0.7,1.1,0.68,0.4,0.6,1.2,4.7,1.0,2.3,3.3,1.0,Overall,5.0,2002,2006,False
Shane Nichols,1.8288,88.45200000000001,Guard,22.2,20.8,31.3,4.1,10.0,0.41,1.3,3.0,0.435,2.8,7.0,0.41,2.3,2.9,0.8,1.3,0.7,0.1,13.4,0.4,1.5,1.8,1.3,Overall,5.0,2004,2008,False
Daniel Waddy,1.8796,82.1016,Guard,19.8,11.2,17.6,1.4,3.9,0.35100000000000003,1.0,2.6,0.386,0.4,1.3,0.35100000000000003,1.3,2.0,0.635,1.5,0.9,0.3,4.4,0.4,1.9,2.2,2.0,Overall,5.0,2004,2008,False
Schuyler Thomas,2.0574,99.792,Forward,27.0,0.0,12.5,2.1,4.0,0.542,1.9,3.3,0.578,0.2,0.6,0.542,0.9,1.3,0.657,0.3,0.1,0.6,5.4,1.0,1.9,2.9,0.6,Oral Roberts,1.0,2004,2004,False
Rudy Gay Jr,2.0574,99.792,Forward,32.0,29.5,29.8,5.0,10.8,0.461,4.1,8.5,0.483,0.9,2.3,0.461,2.8,3.8,0.721,1.8,1.3,1.7,13.6,1.9,4.0,5.9,2.2,UConn,2.0,2005,2006,True
Michael Modlin,2.0574,102.06,Center,16.0,0.0,3.5,0.2,0.5,0.438,0.2,0.5,0.467,0.0,0.0,0.438,0.2,0.4,0.519,0.1,0.1,0.1,0.7,0.3,0.5,0.8,0.5,Belmont,4.0,2003,2006,False
Jamar Nutter,1.8796,92.988,Guard,28.75,20.0,26.3,3.3,9.0,0.369,1.4,3.8,0.379,1.9,5.3,0.369,1.6,2.1,0.763,1.8,0.9,0.1,10.1,0.7,2.2,2.8,1.9,Seton Hall,4.0,2005,2008,False
Bobby Fisk,1.8542,86.184,Guard,5.666666666666667,0.0,1.8,0.1,0.7,0.16699999999999998,0.1,0.1,1.0,0.1,0.6,0.16699999999999998,0.1,0.1,0.5,0.2,0.2,0.0,0.4,0.1,0.2,0.3,0.0,UMBC,3.0,2003,2005,False
Keenan Jones,1.8796,79.38,Guard,30.75,8.5,21.2,1.7,4.0,0.435,1.3,3.2,0.428,0.4,0.9,0.435,2.4,3.2,0.7440000000000001,3.8,1.0,0.1,6.3,0.6,1.6,2.1,2.3,Northwestern State,4.0,2004,2007,False
Michael Travis,2.0574,106.596,Center,29.5,3.0,8.5,0.5,1.5,0.349,0.5,1.4,0.366,0.0,0.1,0.349,0.7,1.1,0.625,0.2,0.3,0.2,1.7,0.8,0.7,1.5,0.9,Jackson State,2.0,2004,2005,False
Kyle Stevens,2.032,97.524,Forward,27.0,6.0,17.4,0.6,1.5,0.4270000000000001,0.6,1.4,0.455,0.0,0.1,0.4270000000000001,0.7,1.1,0.65,0.4,0.3,0.5,2.0,1.4,1.7,3.1,0.6,Idaho State,2.0,2005,2006,False
Armend Kahrimanovic,1.9812,90.72,Forward,26.0,3.5,16.8,1.7,4.8,0.353,0.9,2.2,0.425,0.8,2.6,0.353,1.1,1.5,0.738,0.7,0.5,0.3,5.3,1.3,1.4,2.7,1.2,Idaho,2.0,2004,2005,False
Kyle Blankenship,1.8288,83.916,Guard,9.5,2.5,9.6,0.4,1.1,0.326,0.1,0.4,0.25,0.3,0.7,0.326,0.3,0.4,0.706,0.7,0.4,0.0,1.3,0.1,0.6,0.7,0.5,Tulsa,4.0,2002,2005,False
Josh Obiajunwa,1.9812,95.256,Forward,30.0,30.0,29.8,4.0,9.2,0.433,3.8,8.4,0.451,0.2,0.7,0.433,2.6,3.6,0.738,2.2,1.2,1.0,10.7,2.5,5.5,8.0,2.9,Savannah State,1.0,2007,2007,False
Stephen Gabbard,1.9304,83.916,Guard,7.0,0.0,6.1,0.6,2.3,0.25,0.4,0.7,0.6,0.1,1.6,0.25,0.3,0.3,1.0,0.6,0.0,0.0,1.6,0.4,0.6,1.0,0.4,Eastern Kentucky,1.0,2005,2005,False
Kevin Spicer,1.9812,97.524,Forward,30.5,29.0,23.5,2.5,5.5,0.456,2.4,5.1,0.468,0.1,0.4,0.456,2.1,3.3,0.632,0.6,0.8,0.4,7.3,2.0,3.5,5.5,1.7,Alabama State,2.0,2004,2005,False
Chris Peys,1.9558,88.45200000000001,Guard,19.5,2.5,5.3,0.3,1.2,0.234,0.2,0.4,0.438,0.1,0.8,0.234,0.2,0.3,0.462,0.2,0.1,0.0,0.8,0.1,0.3,0.4,0.3,Long Beach State,2.0,2007,2008,False
C.J. Pigford,2.0066,104.328,Forward,15.0,0.6666666666666666,9.7,0.9,2.3,0.39,0.8,1.9,0.447,0.1,0.4,0.39,0.7,1.2,0.615,0.3,0.2,0.2,2.6,0.8,1.0,1.8,1.1,Overall,3.0,2002,2004,False
Robby Collum,1.8542,92.988,Guard,29.333333333333332,28.666666666666668,32.1,3.9,10.5,0.373,2.1,5.2,0.402,1.8,5.3,0.373,3.2,4.0,0.8190000000000001,4.0,2.3,0.1,12.9,0.7,2.8,3.5,2.2,Western Michigan,3.0,2001,2003,False
Leon Buchanan,1.9558,95.256,Forward,33.0,33.0,32.6,4.7,8.9,0.524,4.6,8.8,0.524,0.1,0.1,0.524,4.9,6.0,0.812,0.9,0.8,0.3,14.3,2.7,3.5,6.2,2.0,Morehead State,2.0,2008,2009,False
Jonathan Burge,1.8796,93.8952,Guard,20.0,10.0,22.7,3.5,7.7,0.451,3.4,7.2,0.476,0.1,0.5,0.451,1.5,2.2,0.659,1.3,0.4,0.2,8.4,1.1,1.3,2.3,1.6,Cleveland State,1.0,2003,2003,False
D'Lancy Carter,2.0828,116.1216,Forward,30.0,17.5,19.0,2.1,4.6,0.453,2.1,4.5,0.458,0.0,0.1,0.453,1.1,1.9,0.5660000000000001,0.5,0.3,0.5,5.2,2.0,2.9,4.9,1.1,St. Bonaventure,2.0,2008,2009,False
Mohammad N'Diaye,2.032,106.596,Center,17.0,4.0,11.4,0.8,1.6,0.482,0.8,1.6,0.482,0.0,0.0,0.482,0.1,0.4,0.35700000000000004,0.2,0.3,0.1,1.7,1.2,2.0,3.2,0.6,Maryland-Eastern Shore,2.0,2001,2002,False
Kellen Williams,1.9558,92.988,Forward,29.0,23.333333333333332,28.2,4.0,7.6,0.52,3.4,6.0,0.57,0.6,1.6,0.52,1.6,2.1,0.75,1.6,0.8,0.2,10.0,2.1,4.0,6.1,1.3,Eastern Washington,3.0,2006,2008,False
Charles Madison,1.8542,79.38,Guard,17.0,3.0,5.4,2.7,7.1,0.376,0.8,2.2,0.378,1.9,4.9,0.376,0.7,0.8,0.852,1.4,0.4,0.0,7.9,0.1,0.7,0.8,1.8,Portland State,2.0,2001,2002,False
Rob Kennedy,2.0574,99.792,Forward,25.0,3.5,8.2,1.0,2.3,0.444,0.9,2.1,0.443,0.1,0.2,0.444,0.8,1.1,0.7090000000000001,0.3,0.2,0.4,3.0,0.6,1.0,1.6,0.6,Murray State,2.0,2006,2007,False
Jamar Mcknight,1.9558,88.45200000000001,Forward,24.0,12.0,18.9,3.4,7.4,0.455,2.3,4.4,0.507,1.1,3.0,0.455,0.9,1.1,0.745,0.8,0.5,0.2,8.7,1.1,1.9,3.0,1.0,Clemson,2.0,2001,2002,False
Neil Plank,1.9558,94.3488,Guard,22.4,8.6,19.9,1.8,4.8,0.386,1.3,3.0,0.441,0.5,1.8,0.386,1.0,1.7,0.629,1.5,0.6,0.1,5.3,0.9,2.4,3.2,1.5,Overall,5.0,2002,2006,False
Courtney Pigram,1.8288,88.45200000000001,Guard,31.75,25.75,31.8,5.8,14.5,0.4,3.6,8.2,0.446,2.2,6.4,0.4,2.3,3.2,0.7140000000000001,3.3,1.8,0.1,16.1,0.7,2.6,3.2,3.0,ETSU,4.0,2006,2009,False
Mario Brown,2.0066,95.256,Forward,27.5,14.0,20.9,2.5,4.3,0.5760000000000001,2.4,4.2,0.583,0.0,0.1,0.5760000000000001,1.2,2.0,0.615,0.6,0.6,1.5,6.2,1.4,2.5,3.9,1.3,Jacksonville,2.0,2005,2006,False
Maurice Clady,1.7271999999999998,66.6792,Guard,30.0,10.0,17.1,0.7,2.2,0.311,0.4,1.2,0.306,0.3,1.0,0.311,0.8,1.1,0.731,1.9,0.5,0.0,2.5,0.2,1.3,1.5,1.6,Long Beach State,2.0,2008,2009,False
Kalen Grimes,2.0574,113.4,Center,30.333333333333332,8.666666666666666,12.4,1.7,3.3,0.503,1.7,3.3,0.505,0.0,0.0,0.503,0.7,1.3,0.5489999999999999,0.1,0.2,0.8,4.1,1.4,2.0,3.4,0.9,Missouri,3.0,2005,2007,False
Erazem Lorbek,2.0828,108.864,Forward,35.0,16.0,15.5,2.5,4.7,0.534,2.1,3.9,0.547,0.3,0.7,0.534,1.1,1.6,0.649,0.6,0.6,0.5,6.4,1.1,2.2,3.3,1.1,Michigan State,1.0,2003,2003,True
Danny Granger Jr,2.032,102.06,Forward,23.75,20.5,28.4,5.6,11.2,0.496,4.7,9.0,0.529,0.8,2.2,0.496,4.7,6.3,0.753,1.6,1.6,1.9,16.7,2.5,5.7,8.2,2.3,Overall,4.0,2002,2005,False
Andre Valentine,1.9304,84.8232,Forward,21.0,7.5,19.5,1.9,4.8,0.399,1.6,3.5,0.466,0.3,1.3,0.399,1.4,2.5,0.552,0.6,0.5,0.1,5.5,1.3,2.5,3.8,1.5,San Jose State,2.0,2001,2002,False
Ryan Shriver,2.032,104.328,Forward,25.5,7.5,17.0,1.6,3.6,0.4370000000000001,1.2,2.6,0.47,0.3,1.0,0.4370000000000001,0.5,0.7,0.649,0.8,0.2,0.2,3.9,1.2,1.6,2.8,1.0,Western Illinois,2.0,2001,2002,False
Darrius Manciel,2.1082,97.524,Center,18.0,7.0,16.1,2.1,3.9,0.547,2.1,3.9,0.547,0.0,0.0,0.547,0.8,1.4,0.5920000000000001,0.4,0.3,0.7,5.0,2.1,2.3,4.4,1.8,McNeese State,2.0,2005,2006,False
Jack Wolfinger,2.1082,92.988,Forward,7.0,0.0,4.0,0.3,1.0,0.28600000000000003,0.1,0.6,0.25,0.1,0.4,0.28600000000000003,0.1,0.1,1.0,0.4,0.0,0.1,0.9,0.3,0.6,0.9,0.6,St. John's (NY),1.0,2001,2001,False
Kejuan Johnson,1.905,88.45200000000001,Guard,24.5,23.0,30.3,4.5,10.6,0.423,2.6,5.9,0.439,1.9,4.8,0.423,2.8,3.4,0.825,3.3,1.6,0.2,13.7,1.0,3.1,4.1,2.9,Long Beach State,2.0,2006,2007,False
Rubens Amedee,1.7271999999999998,71.2152,Guard,19.0,1.0,7.1,0.3,0.6,0.5,0.3,0.5,0.556,0.1,0.2,0.5,0.2,0.3,0.667,0.5,0.4,0.1,0.9,0.2,0.6,0.8,0.9,Northeastern,1.0,2001,2001,False
Tyler Auerbacher,1.9304,86.184,Guard,14.0,0.0,7.1,0.6,2.4,0.242,0.4,0.8,0.455,0.2,1.6,0.242,0.1,0.1,0.5,0.1,0.2,0.0,1.4,0.1,0.2,0.4,0.3,North Florida,1.0,2009,2009,False
Will Moore,1.8288,81.648,Guard,28.0,14.0,24.6,2.1,4.5,0.464,1.6,3.1,0.523,0.4,1.3,0.464,1.5,2.1,0.735,3.7,1.0,0.0,6.1,0.6,2.1,2.7,1.9,Tennessee Tech,2.0,2003,2004,False
JR Inman,2.0574,104.328,Forward,28.0,19.75,27.8,3.3,8.2,0.407,2.5,5.8,0.436,0.8,2.4,0.407,2.0,2.8,0.6990000000000001,0.7,0.6,0.9,9.5,1.8,4.3,6.1,2.0,Rutgers,4.0,2006,2009,False
Talmadge Bell,1.8796,88.45200000000001,Guard,24.0,13.0,16.9,1.6,4.5,0.349,0.4,1.4,0.279,1.2,3.1,0.349,0.6,0.8,0.75,0.5,0.4,0.0,4.9,0.4,0.8,1.1,0.7,Coppin State,2.0,2006,2007,False
Yual Banks,1.778,79.38,Guard,19.0,4.75,13.7,1.2,3.3,0.377,0.5,1.2,0.4,0.8,2.1,0.377,0.5,0.8,0.59,1.0,0.2,0.0,3.7,0.2,0.9,1.1,0.7,Arkansas State,4.0,2004,2007,False
Rob Monroe,1.905,72.57600000000002,Guard,26.25,23.0,35.9,5.0,12.4,0.401,2.6,5.8,0.444,2.4,6.6,0.401,3.7,4.5,0.815,5.2,1.3,0.0,16.0,0.4,2.1,2.6,2.5,Quinnipiac,4.0,2002,2005,False
David Dubois,2.0574,111.132,Forward,21.5,8.25,13.8,1.2,2.2,0.54,1.2,2.2,0.54,0.0,0.0,0.54,0.9,1.4,0.659,0.4,0.2,0.2,3.3,0.8,1.9,2.8,0.9,Maine,4.0,2002,2005,False
Marcus Melvin,2.032,104.328,Forward,30.5,22.5,27.4,3.6,8.0,0.449,2.2,4.3,0.512,1.4,3.7,0.449,2.1,2.8,0.7709999999999999,1.6,0.8,0.4,10.7,1.4,4.2,5.7,1.8,NC State,4.0,2001,2004,False
Casiem Drummond,2.0828,124.74,Center,14.0,3.0,10.4,1.4,2.6,0.523,1.4,2.6,0.523,0.0,0.0,0.523,0.5,1.2,0.431,0.3,0.4,0.3,3.3,1.5,1.7,3.2,0.6,Villanova,3.0,2007,2009,False
Sean Haluska,1.905,90.72,Guard,31.0,5.0,16.1,1.0,3.0,0.337,0.5,1.3,0.41,0.5,1.6,0.337,0.5,0.6,0.763,0.8,0.3,0.2,2.9,0.0,1.0,1.0,0.5,Iowa State,2.0,2008,2009,False
Mark Washington,2.0066,106.596,Forward,26.5,1.0,11.8,0.5,1.0,0.476,0.5,1.0,0.476,0.0,0.0,0.476,0.4,0.8,0.5,0.5,0.2,0.4,1.3,0.7,1.1,1.8,0.6,Northeastern,4.0,2005,2008,False
Gary Tucker,1.8542,83.916,Guard,29.0,14.5,22.3,2.9,6.4,0.457,2.2,3.8,0.5710000000000001,0.8,2.7,0.457,1.7,2.5,0.6809999999999999,1.5,0.8,0.1,8.4,0.6,1.7,2.4,1.2,Duquesne,2.0,2007,2008,False
Kerwin Fleming,1.905,81.648,Guard,31.0,8.5,19.5,2.0,5.7,0.35100000000000003,1.0,2.9,0.35200000000000004,1.0,2.8,0.35100000000000003,1.9,2.8,0.684,1.3,0.6,0.1,6.9,0.4,1.5,1.9,1.5,Minnesota,2.0,2001,2002,False
Brandon Callahan,1.8288,70.308,Guard,28.0,12.0,25.1,2.7,7.0,0.381,1.6,3.8,0.429,1.1,3.3,0.381,0.7,1.2,0.606,2.2,1.0,0.2,7.1,0.4,1.8,2.3,1.5,Morehead State,1.0,2007,2007,False
Maurice Latham,1.9812,92.988,Forward,26.0,24.5,29.7,5.4,10.7,0.504,5.0,9.2,0.539,0.4,1.5,0.504,3.7,5.0,0.737,1.9,1.0,0.2,15.0,3.3,4.2,7.5,3.1,Campbell,2.0,2005,2006,False
Devon Clarke,1.9812,92.988,Forward,22.75,7.5,19.4,2.6,5.0,0.514,2.5,4.9,0.517,0.0,0.1,0.514,3.1,4.3,0.7240000000000001,0.5,0.6,0.5,8.3,1.4,2.3,3.6,1.8,Iona,4.0,2006,2009,False
Tyrone Barley,1.8542,83.916,Guard,30.5,2.5,16.9,1.3,3.1,0.402,0.5,1.2,0.455,0.7,2.0,0.402,0.8,1.2,0.73,1.4,0.7,0.0,4.1,0.2,0.9,1.1,0.8,St. Joseph's,4.0,2001,2004,False
Jared Sichting,1.8288,72.57600000000002,Guard,6.5,0.0,1.6,0.1,0.2,0.333,0.0,0.1,0.0,0.1,0.2,0.333,0.2,0.2,1.0,0.0,0.0,0.0,0.4,0.0,0.2,0.2,0.1,Marquette,2.0,2003,2004,False
Ian Johnson,2.0574,106.596,Forward,29.75,10.0,25.7,5.0,9.5,0.526,4.4,7.7,0.563,0.6,1.8,0.526,2.1,2.6,0.8009999999999999,1.0,0.4,0.3,12.7,1.7,3.6,5.3,1.5,Davidson,4.0,2003,2006,False
Shaun Pruitt,2.0828,111.132,Center,30.75,25.25,21.0,3.4,6.2,0.547,3.4,6.2,0.547,0.0,0.0,0.547,1.8,3.3,0.53,0.4,0.3,0.4,8.6,2.4,3.3,5.7,1.5,Illinois,4.0,2005,2008,False
Wesley West,1.9812,97.524,Forward,22.0,5.0,15.7,1.0,2.6,0.386,1.0,2.5,0.393,0.0,0.0,0.386,0.3,1.4,0.194,0.2,0.2,0.6,2.3,1.0,1.4,2.3,1.3,Savannah State,1.0,2005,2005,False
Bryan Taylor,1.905,86.184,Guard,13.0,1.0,3.5,0.2,0.6,0.375,0.2,0.5,0.5,0.0,0.2,0.375,0.2,0.5,0.5,0.1,0.1,0.1,0.7,0.2,0.3,0.5,0.5,Hampton,1.0,2007,2007,False
Anthony Terrell,2.0066,104.328,Forward,30.75,21.25,17.6,2.4,4.8,0.498,2.3,4.5,0.505,0.1,0.3,0.498,1.5,2.4,0.636,0.7,0.4,0.3,6.4,1.6,2.6,4.1,1.1,UNC Wilmington,4.0,2001,2004,False
Thad Hackworth,1.8796,78.9264,Guard,27.5,19.5,22.7,2.1,6.5,0.32,1.7,4.8,0.35100000000000003,0.4,1.8,0.32,1.6,2.3,0.695,2.2,1.2,0.0,6.2,0.8,2.1,3.0,2.6,Arkansas-Pine Bluff,2.0,2001,2002,False
Halston Lane,1.9812,92.988,Forward,22.8,3.4,11.6,2.2,5.6,0.385,1.1,2.6,0.423,1.1,3.0,0.385,1.6,2.0,0.795,0.9,0.5,0.1,7.0,0.6,1.6,2.3,1.0,Overall,5.0,2001,2005,False
Kendall Chones,2.0066,113.4,Forward,28.5,17.75,24.0,3.7,7.0,0.528,3.7,6.9,0.531,0.0,0.1,0.528,2.1,3.2,0.648,0.8,0.7,0.4,9.5,1.8,2.7,4.5,1.5,Colgate,4.0,2004,2008,False
Kendall Dartez,2.0828,102.06,Center,30.0,16.0,19.0,1.8,4.1,0.449,1.8,3.8,0.48,0.0,0.3,0.449,1.3,1.8,0.706,1.0,0.5,1.1,5.0,1.9,2.1,4.0,1.3,Louisville,2.0,2003,2004,False
Brian Bender,2.0066,95.256,Forward,29.0,22.75,28.4,4.1,10.0,0.41,2.5,5.4,0.466,1.6,4.6,0.41,2.2,2.8,0.7909999999999999,1.5,0.9,0.4,12.0,2.0,3.6,5.6,1.9,Gardner-Webb,4.0,2003,2006,False
Corey Belser,1.9812,95.256,Forward,29.0,21.0,24.6,2.1,4.6,0.444,1.5,2.9,0.501,0.6,1.7,0.444,1.4,2.1,0.637,1.7,1.2,0.5,6.1,1.4,3.2,4.7,1.3,San Diego,4.0,2002,2006,False
Rasheed Quadri,1.905,81.648,Guard,25.0,10.25,20.9,1.7,4.3,0.385,1.1,2.6,0.42,0.6,1.7,0.385,0.5,0.9,0.5539999999999999,1.1,0.7,0.1,4.4,1.1,1.5,2.6,1.0,La Salle,4.0,2001,2004,False
Maurice Findley,1.8034,74.3904,Guard,5.0,0.0,1.6,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.4,0.4,1.0,0.2,0.4,0.0,0.4,0.0,0.0,0.0,0.0,Oklahoma State,1.0,2004,2004,False
Jeremy McCulloch,2.1082,111.132,Forward,23.0,1.25,7.8,0.8,1.5,0.511,0.8,1.5,0.515,0.0,0.0,0.511,0.4,0.8,0.542,0.2,0.1,0.2,1.9,0.4,0.9,1.3,0.9,Eastern Washington,4.0,2002,2005,False
Peter Mulligan,1.9558,92.988,Forward,23.2,18.2,30.1,5.3,11.8,0.449,4.4,8.9,0.491,0.9,2.8,0.449,3.8,5.1,0.76,2.1,1.7,0.4,15.3,1.9,3.8,5.7,2.1,Overall,5.0,2001,2005,False
Mario Grove,2.0066,95.256,Forward,28.5,22.5,23.7,2.3,4.2,0.557,2.3,4.2,0.557,0.0,0.0,0.557,1.0,2.1,0.4920000000000001,0.5,0.6,0.4,5.7,2.1,2.6,4.7,1.1,Howard,2.0,2002,2003,False
