Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
20,20,MIN,Josh Okogie,Georgia Tech,4,199,4571,1430,659,259,.402,.271,.760,23.0,7.2,3.3,1.3,4.8,.051,-3.0,-1.2
21,21,UTA,Grayson Allen,Duke,4,132,2566,1151,293,195,.422,.378,.838,19.4,8.7,2.2,1.5,4.3,.080,-1.7,0.2
22,22,CHI,Chandler Hutchison,Boise State,4,98,1774,556,373,77,.443,.309,.638,18.1,5.7,3.8,0.8,1.1,.031,-4.0,-0.9
23,23,IND,Aaron Holiday,UCLA,4,188,3550,1436,323,444,.404,.375,.833,18.9,7.6,1.7,2.4,3.4,.046,-2.5,-0.5
24,24,POR,Anfernee Simons,,4,159,2808,1219,320,211,.413,.383,.795,17.7,7.7,2.0,1.3,2.4,.041,-3.1,-0.8
25,25,LAL,Moritz Wagner,Michigan,4,140,2093,951,471,135,.476,.319,.802,15.0,6.8,3.4,1.0,3.1,.072,-3.0,-0.5
26,26,PHI,Landry Shamet,Wichita State,4,198,4744,1807,357,319,.416,.397,.829,24.0,9.1,1.8,1.6,8.1,.082,-2.1,-0.1
27,27,BOS,Robert Williams,Texas A&M,4,118,1823,700,613,137,.721,.000,.628,15.4,5.9,5.2,1.2,9.3,.244,4.8,3.1
28,28,GSW,Jacob Evans,Cincinnati,2,59,622,168,66,54,.337,.315,.833,10.5,2.8,1.1,0.9,-0.6,-.047,-7.4,-0.8
29,29,BRK,Džanan Musa,,2,49,526,211,91,45,.376,.227,.726,10.7,4.3,1.9,0.9,0.0,.003,-4.6,-0.4
30,30,ATL,Omari Spellman,Villanova,2,95,1691,642,413,94,.417,.366,.766,17.8,6.8,4.3,1.0,2.4,.068,-1.5,0.2
31,31,PHO,Elie Okobo,,2,108,1677,523,188,242,.395,.315,.737,15.5,4.8,1.7,2.2,0.5,.014,-4.1,-0.9
32,32,MEM,Jevon Carter,West Virginia,4,163,2345,713,287,231,.377,.373,.803,14.4,4.4,1.8,1.4,3.2,.065,-1.0,0.6
33,33,DAL,Jalen Brunson,Villanova,4,203,4436,2057,557,683,.487,.374,.771,21.9,10.1,2.7,3.4,10.1,.110,-0.6,1.6
34,34,ATL,Devonte' Graham,Kansas,4,171,4776,2303,447,923,.376,.364,.820,27.9,13.5,2.6,5.4,7.7,.078,-0.2,2.2
35,35,ORL,Melvin Frazier,Tulane,2,29,170,55,15,4,.400,.364,.375,5.9,1.9,0.5,0.1,0.0,.008,-5.4,-0.2
36,36,NYK,Mitchell Robinson,,4,164,3806,1382,1156,95,.711,,.564,23.2,8.4,7.0,0.6,17.0,.215,2.0,3.9
37,37,SAC,Gary Trent Jr.,Duke,4,141,3465,1564,287,154,.414,.391,.784,24.6,11.1,2.0,1.1,4.6,.063,-1.9,0.1
38,38,PHI,Khyri Thomas,Creighton,3,39,409,160,39,36,.388,.316,.750,10.5,4.1,1.0,0.9,0.5,.058,-2.7,-0.1
39,39,PHI,Isaac Bonga,,4,131,1809,429,315,116,.441,.302,.769,13.8,3.3,2.4,0.9,1.7,.045,-3.7,-0.8
40,40,BRK,Rodions Kurucs,,3,131,2103,780,406,113,.444,.329,.739,16.1,6.0,3.1,0.9,2.3,.052,-2.8,-0.4
41,41,ORL,Jarred Vanderbilt,Kentucky,4,97,1337,402,430,86,.599,.143,.580,13.8,4.1,4.4,0.9,3.5,.127,-0.9,0.4
42,42,DET,Bruce Brown,Miami (FL),4,202,4654,1451,830,426,.473,.301,.740,23.0,7.2,4.1,2.1,8.2,.085,-1.6,0.5
43,43,DEN,Justin Jackson,Maryland,,,,,,,,,,,,,,,,,
44,44,WAS,Issuf Sanon,,,,,,,,,,,,,,,,,,
45,45,BRK,Hamidou Diallo,Kentucky,4,153,2700,1128,541,158,.462,.287,.632,17.6,7.4,3.5,1.0,2.8,.050,-3.3,-0.9
46,46,HOU,De'Anthony Melton,USC,4,168,3375,1259,545,483,.414,.356,.772,20.1,7.5,3.2,2.9,4.3,.062,-0.2,1.5
47,47,LAL,Svi Mykhailiuk,Kansas,4,171,3129,1245,324,260,.404,.364,.770,18.3,7.3,1.9,1.5,2.2,.034,-2.5,-0.4
48,48,MIN,Keita Bates-Diop,Ohio State,4,109,1565,535,273,60,.430,.301,.698,14.4,4.9,2.5,0.6,2.0,.061,-2.3,-0.1
49,49,SAS,Chimezie Metu,USC,3,83,738,335,181,51,.480,.317,.740,8.9,4.0,2.2,0.6,0.6,.039,-4.0,-0.4
50,50,IND,Alize Johnson,Missouri State,4,54,420,157,171,25,.512,.313,.765,7.8,2.9,3.2,0.5,1.4,.158,-1.0,0.1
51,51,NOP,Tony Carr,Penn State,,,,,,,,,,,,,,,,,
52,52,UTA,Vince Edwards,Purdue,1,2,16,3,2,0,.250,.250,,8.0,1.5,1.0,0.0,0.0,-.014,-6.4,0.0
53,53,OKC,Devon Hall,Virginia,1,11,81,20,7,13,.200,.235,.500,7.4,1.8,0.6,1.2,-0.2,-.116,-6.4,-0.1
54,54,DAL,Shake Milton,SMU,4,125,2569,1305,276,322,.454,.373,.815,20.6,10.4,2.2,2.6,5.4,.101,-1.8,0.1
55,55,CHO,Arnoldas Kulboka,,,,,,,,,,,,,,,,,,
56,56,PHI,Ray Spalding,Louisville,2,16,167,58,52,5,.529,.000,.286,10.4,3.6,3.3,0.3,0.1,.024,-5.7,-0.2
57,57,OKC,Kevin Hervey,UT Arlington,1,10,52,17,12,5,.259,.150,,5.2,1.7,1.2,0.5,-0.1,-.085,-5.1,0.0
58,58,DEN,Thomas Welsh,UCLA,1,11,36,18,4,5,.538,.429,.500,3.3,1.6,0.4,0.5,0.1,.162,1.2,0.0
59,59,PHO,George King,Colorado,1,1,6,0,1,0,,,,6.0,0.0,1.0,0.0,0.0,-.001,-7.9,0.0
60,60,PHI,Kostas Antetokounmpo,Dayton,3,22,87,21,23,3,.375,,.474,4.0,1.0,1.0,0.1,-0.2,-.098,-10.2,-0.2
