Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
20,20,POR,Harry Giles,Duke,3,142,1835,832,543,174,.511,.258,.671,12.9,5.9,3.8,1.2,3.0,.079,-2.5,-0.2
21,21,OKC,Terrance Ferguson,,4,204,4000,924,263,144,.404,.334,.753,19.6,4.5,1.3,0.7,4.4,.053,-4.0,-2.1
22,22,BRK,Jarrett Allen,Texas,5,293,7498,3147,2441,385,.615,.198,.693,25.6,10.7,8.3,1.3,27.6,.176,1.2,6.1
23,23,TOR,OG Anunoby,Indiana,5,261,6624,2484,1027,326,.475,.373,.704,25.4,9.5,3.9,1.2,14.8,.107,0.0,3.4
24,24,UTA,Tyler Lydon,Syracuse,2,26,96,23,18,6,.500,.400,.333,3.7,0.9,0.7,0.2,0.2,.084,-4.3,-0.1
25,25,ORL,Anžejs Pasečņiks,,2,28,443,156,108,19,.521,.000,.586,15.8,5.6,3.9,0.7,0.4,.038,-6.2,-0.5
26,26,POR,Caleb Swanigan,Purdue,3,75,655,169,218,56,.438,.118,.614,8.7,2.3,2.9,0.7,-0.2,-.015,-6.2,-0.7
27,27,BRK,Kyle Kuzma,Utah,5,283,8450,4317,1632,538,.447,.338,.719,29.9,15.3,5.8,1.9,12.6,.071,-1.3,1.5
28,28,LAL,Tony Bradley,UNC,5,116,1447,620,545,62,.648,.429,.676,12.5,5.3,4.7,0.5,6.2,.207,0.8,1.0
29,29,SAS,Derrick White,Colorado,5,195,4831,2127,621,684,.451,.356,.819,24.8,10.9,3.2,3.5,10.7,.106,1.1,3.8
30,30,UTA,Josh Hart,Villanova,5,245,6343,2138,1328,396,.434,.348,.724,25.9,8.7,5.4,1.6,11.6,.088,-0.8,2.0
31,31,CHO,Frank Jackson,Duke,4,166,2827,1292,312,169,.428,.341,.768,17.0,7.8,1.9,1.0,1.5,.026,-4.5,-1.8
32,32,PHO,Davon Reed,Miami (FL),2,31,289,75,45,16,.307,.310,.667,9.3,2.4,1.5,0.5,-0.2,-.039,-6.3,-0.3
33,33,ORL,Wesley Iwundu,Kansas State,4,223,3745,967,542,208,.407,.286,.799,16.8,4.3,2.4,0.9,4.2,.053,-3.8,-1.8
34,34,SAC,Frank Mason III,Kansas,4,103,1616,695,204,272,.396,.301,.755,15.7,6.7,2.0,2.6,1.2,.035,-2.7,-0.3
35,35,ORL,Ivan Rabb,California,2,85,1237,485,364,86,.555,.200,.743,14.6,5.7,4.3,1.0,3.2,.125,-1.7,0.1
36,36,PHI,Jonah Bolden,,2,51,686,217,174,40,.486,.340,.484,13.5,4.3,3.4,0.8,1.4,.098,-1.3,0.1
37,37,BOS,Semi Ojeleye,SMU,5,256,3730,877,543,117,.389,.342,.692,14.6,3.4,2.1,0.5,4.7,.061,-3.4,-1.3
38,38,CHI,Jordan Bell,Oregon,4,160,1935,593,496,201,.552,.200,.636,12.1,3.7,3.1,1.3,4.9,.121,0.2,1.1
39,39,PHI,Jawun Evans,Oklahoma State,2,56,843,237,96,110,.345,.263,.776,15.1,4.2,1.7,2.0,-0.4,-.022,-5.4,-0.7
40,40,NOP,Dwayne Bacon,Florida State,4,207,4012,1503,537,230,.402,.314,.780,19.4,7.3,2.6,1.1,0.8,.010,-5.0,-3.1
41,41,ATL,Tyler Dorsey,Oregon,2,104,1672,701,243,135,.389,.350,.669,16.1,6.7,2.3,1.3,1.0,.030,-3.1,-0.5
42,42,UTA,Thomas Bryant,Indiana,4,143,2986,1532,863,196,.600,.362,.748,20.9,10.7,6.0,1.4,10.5,.169,1.8,2.8
43,43,HOU,Isaiah Hartenstein,,4,102,1130,424,346,95,.570,.222,.661,11.1,4.2,3.4,0.9,3.4,.145,-1.4,0.2
44,44,NYK,Damyean Dotson,Oregon,4,211,4221,1590,530,314,.417,.346,.711,20.0,7.5,2.5,1.5,3.0,.034,-2.8,-0.9
45,45,HOU,Dillon Brooks,Oregon,4,240,6789,3365,727,458,.420,.353,.790,28.3,14.0,3.0,1.9,3.7,.026,-4.1,-3.7
46,46,PHI,Sterling Brown,SMU,5,219,3847,1277,743,234,.422,.369,.781,17.6,5.8,3.4,1.1,5.5,.069,-2.2,-0.2
47,47,IND,Ike Anigbogu,UCLA,2,14,36,13,12,1,.333,,.833,2.6,0.9,0.9,0.1,0.0,.057,-1.1,0.0
48,48,MIL,Sindarius Thornwell,South Carolina,4,160,1721,401,206,111,.407,.340,.672,10.8,2.5,1.3,0.7,1.1,.032,-3.1,-0.5
49,49,DEN,Vlatko Čančar,,2,55,326,102,60,17,.448,.256,.824,5.9,1.9,1.1,0.3,0.4,.054,-3.0,-0.1
50,50,PHI,Mathias Lessort,,,,,,,,,,,,,,,,,,
51,51,DEN,Monte Morris,Iowa State,5,212,5029,2080,441,737,.480,.390,.807,23.7,9.8,2.1,3.5,13.5,.128,0.3,2.9
52,52,NOP,Edmond Sumner,Xavier,4,108,1520,619,165,114,.474,.333,.728,14.1,5.7,1.5,1.1,1.9,.061,-3.2,-0.5
53,53,BOS,Kadeem Allen,Arizona,3,47,640,258,71,109,.435,.349,.757,13.6,5.5,1.5,2.3,1.0,.075,-1.0,0.2
54,54,PHO,Alec Peters,Valparaiso,1,20,225,82,37,12,.378,.310,.800,11.3,4.1,1.9,0.6,0.3,.055,-2.8,0.0
55,55,UTA,Nigel Williams-Goss,Gonzaga,1,10,50,14,6,6,.313,.286,1.000,5.0,1.4,0.6,0.6,0.0,.017,-3.9,0.0
56,56,BOS,Jabari Bird,California,1,13,115,39,19,8,.577,.429,.462,8.8,3.0,1.5,0.6,0.2,.098,-3.1,0.0
57,57,BRK,Sasha Vezenkov,,,,,,,,,,,,,,,,,,
58,58,NYK,Ognjen Jaramaz,,,,,,,,,,,,,,,,,,
59,59,SAS,Jaron Blossomgame,Clemson,1,27,439,114,98,13,.443,.256,.769,16.3,4.2,3.6,0.5,0.3,.030,-3.8,-0.2
60,60,ATL,Alpha Kaba,,,,,,,,,,,,,,,,,,
